INSTANCE_ID, RestartSAT_B95_Time, RestartSAT_B95_opt, RestartSAT_B95_solved, RestartSAT_B95_PAR, INSTANCE_ID, glueminisat_2.2.5_Time, glueminisat_2.2.5_opt, glueminisat_2.2.5_solved, glueminisat_2.2.5_PAR, INSTANCE_ID, SAT09referencesolver:precosat_236_Time, SAT09referencesolver:precosat_236_opt, SAT09referencesolver:precosat_236_solved, SAT09referencesolver:precosat_236_PAR, INSTANCE_ID, minisathack:cir_minisat_2011-05-13\(simp\)_Time, minisathack:cir_minisat_2011-05-13\(simp\)_opt, minisathack:cir_minisat_2011-05-13\(simp\)_solved, minisathack:cir_minisat_2011-05-13\(simp\)_PAR, INSTANCE_ID, minisathackreference:minisat_2.2.0_Time, minisathackreference:minisat_2.2.0_opt, minisathackreference:minisat_2.2.0_solved, minisathackreference:minisat_2.2.0_PAR, INSTANCE_ID, minisathack:EBMiniSAT_2011-03-02_Time, minisathack:EBMiniSAT_2011-03-02_opt, minisathack:EBMiniSAT_2011-03-02_solved, minisathack:EBMiniSAT_2011-03-02_PAR, INSTANCE_ID, minisathack:contrasat_2011-03-02_Time, minisathack:contrasat_2011-03-02_opt, minisathack:contrasat_2011-03-02_solved, minisathack:contrasat_2011-03-02_PAR, INSTANCE_ID, minisathack:LR_GL_SHR_2011-03-02_Time, minisathack:LR_GL_SHR_2011-03-02_opt, minisathack:LR_GL_SHR_2011-03-02_solved, minisathack:LR_GL_SHR_2011-03-02_PAR, INSTANCE_ID, minisathack:MiniSAT_2.2.0-agile-26_Time, minisathack:MiniSAT_2.2.0-agile-26_opt, minisathack:MiniSAT_2.2.0-agile-26_solved, minisathack:MiniSAT_2.2.0-agile-26_PAR, INSTANCE_ID, SAT09referencesolver:glucose_1.0_Time, SAT09referencesolver:glucose_1.0_opt, SAT09referencesolver:glucose_1.0_solved, SAT09referencesolver:glucose_1.0_PAR, INSTANCE_ID, glucose_2_Time, glucose_2_opt, glucose_2_solved, glucose_2_PAR, INSTANCE_ID, EBGlucose_1.0_Time, EBGlucose_1.0_opt, EBGlucose_1.0_solved, EBGlucose_1.0_PAR, INSTANCE_ID, Lingeling_587f\(fixed\)_Time, Lingeling_587f\(fixed\)_opt, Lingeling_587f\(fixed\)_solved, Lingeling_587f\(fixed\)_PAR, INSTANCE_ID, minisathack:minisat_psm_2011-04-01_Time, minisathack:minisat_psm_2011-04-01_opt, minisathack:minisat_psm_2011-04-01_solved, minisathack:minisat_psm_2011-04-01_PAR, INSTANCE_ID, ppfolio_par_Time, ppfolio_par_opt, ppfolio_par_solved, ppfolio_par_PAR, INSTANCE_ID, Lingeling_587_Time, Lingeling_587_opt, Lingeling_587_solved, Lingeling_587_PAR, INSTANCE_ID, CryptoMiniSat_Strange-Night2-st\(fixed\)_Time, CryptoMiniSat_Strange-Night2-st\(fixed\)_opt, CryptoMiniSat_Strange-Night2-st\(fixed\)_solved, CryptoMiniSat_Strange-Night2-st\(fixed\)_PAR, INSTANCE_ID, rcl_2011-04-01_Time, rcl_2011-04-01_opt, rcl_2011-04-01_solved, rcl_2011-04-01_PAR, INSTANCE_ID, MPhaseSAT64_2011-05-14\(fixed\)_Time, MPhaseSAT64_2011-05-14\(fixed\)_opt, MPhaseSAT64_2011-05-14\(fixed\)_solved, MPhaseSAT64_2011-05-14\(fixed\)_PAR, INSTANCE_ID, claspmt_2.0-R4095_Time, claspmt_2.0-R4095_opt, claspmt_2.0-R4095_solved, claspmt_2.0-R4095_PAR, INSTANCE_ID, SAT09referencesolver:ManySAT1.1_aimd1/2009-03-20_Time, SAT09referencesolver:ManySAT1.1_aimd1/2009-03-20_opt, SAT09referencesolver:ManySAT1.1_aimd1/2009-03-20_solved, SAT09referencesolver:ManySAT1.1_aimd1/2009-03-20_PAR, INSTANCE_ID, claspmt_2.0-R4095-patched\(fixed\)_Time, claspmt_2.0-R4095-patched\(fixed\)_opt, claspmt_2.0-R4095-patched\(fixed\)_solved, claspmt_2.0-R4095-patched\(fixed\)_PAR, INSTANCE_ID, Plingeling_587_Time, Plingeling_587_opt, Plingeling_587_solved, Plingeling_587_PAR, INSTANCE_ID, Plingeling_587f\(fixed\)_Time, Plingeling_587f\(fixed\)_opt, Plingeling_587f\(fixed\)_solved, Plingeling_587f\(fixed\)_PAR, INSTANCE_ID, CryptoMiniSat_Strange-Night-2-mt_Time, CryptoMiniSat_Strange-Night-2-mt_opt, CryptoMiniSat_Strange-Night-2-mt_solved, CryptoMiniSat_Strange-Night-2-mt_PAR, INSTANCE_ID, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_Time, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_opt, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_solved, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_PAR, INSTANCE_ID, borg-sat_11.03.02-seq-industrial\(fixed\)_Time, borg-sat_11.03.02-seq-industrial\(fixed\)_opt, borg-sat_11.03.02-seq-industrial\(fixed\)_solved, borg-sat_11.03.02-seq-industrial\(fixed\)_PAR, INSTANCE_ID, Coach-SAT-Portfolio_2011-03-18_Time, Coach-SAT-Portfolio_2011-03-18_opt, Coach-SAT-Portfolio_2011-03-18_solved, Coach-SAT-Portfolio_2011-03-18_PAR, INSTANCE_ID, QuteRSat_2011-05-12\(fixed\)_Time, QuteRSat_2011-05-12\(fixed\)_opt, QuteRSat_2011-05-12\(fixed\)_solved, QuteRSat_2011-05-12\(fixed\)_PAR, INSTANCE_ID, borg-sat_11.03.02-par-industrial\(fixed\)_Time, borg-sat_11.03.02-par-industrial\(fixed\)_opt, borg-sat_11.03.02-par-industrial\(fixed\)_solved, borg-sat_11.03.02-par-industrial\(fixed\)_PAR, INSTANCE_ID, borg-sat_11.03.02-industrial_Time, borg-sat_11.03.02-industrial_opt, borg-sat_11.03.02-industrial_solved, borg-sat_11.03.02-industrial_PAR
11, 2647.1, 1, 2647.16, 999, 11, 5000.08, 0, 4999.91, 999, 11, 5000.05, 0, 4999.92, 999, 11, 3648.76, 1, 3648.94, 999, 11, 4972.16, 1, 4972.0, 999, 11, 5000.06, 0, 4999.93, 999, 11, 5000.12, 0, 4999.93, 999, 11, 5000.12, 0, 4999.94, 999, 11, 4986.02, 1, 4985.9, 999, 11, 5000.02, 0, 4999.92, 999, 11, 5000.04, 0, 4999.91, 999, 11, 4673.92, 1, 4673.8, 999, 11, 5000.08, 0, 4999.92, 999, 11, 5000.04, 0, 5000.03, 999, 11, 40000.6, 0, 5003.72, 999, 11, 5000.05, 0, 4999.82, 999, 11, 5000.06, 0, 4999.92, 999, 11, 5000.09, 0, 5000.01, 999, 11, 2766.08, 1, 2765.99, 999, 11, 7644.43, 1, 958.095, 999, 11, 20395.6, 0, 5100.02, 999, 11, 37448.4, 1, 4691.47, 999, 11, 40000.2, 0, 5003.86, 999, 11, 40000.4, 0, 5006.86, 999, 11, 40000.6, 0, 5005.11, 999, 11, 40001.0, 0, 5010.2, 999, 11, 5000.07, 0, 4994.15, 999, 11, 5000.05, 0, 5000.13, 999, 11, 5000.05, 0, 4999.93, 999, 11, 39780.2, 0, 4997.26, 999, 11, 40000.3, 0, 5020.55, 999
12, 2127.53, 1, 2127.48, 999, 12, 5000.03, 0, 4999.92, 999, 12, 5000.12, 0, 5000.02, 999, 12, 5000.09, 0, 5000.13, 999, 12, 5000.06, 0, 4999.93, 999, 12, 3617.25, 1, 3617.12, 999, 12, 5000.09, 0, 4999.93, 999, 12, 3857.42, 1, 3857.28, 999, 12, 5000.09, 0, 4999.93, 999, 12, 2396.6, 1, 2396.52, 999, 12, 3499.24, 1, 3499.16, 999, 12, 1914.58, 1, 1914.52, 999, 12, 5000.03, 0, 4999.92, 999, 12, 5000.09, 0, 5000.03, 999, 12, 28146.4, 1, 3520.91, 999, 12, 5000.11, 0, 5000.01, 999, 12, 549.091, 1, 549.08, 999, 12, 5000.06, 0, 4999.91, 999, 12, 5000.1, 0, 4999.92, 999, 12, 11595.5, 1, 1655.29, 999, 12, 8751.5, 1, 2188.68, 999, 12, 50.7873, 1, 7.03946, 999, 12, 4246.8, 1, 531.755, 999, 12, 4213.93, 1, 527.775, 999, 12, 14548.9, 1, 1822.57, 999, 12, 4710.17, 1, 589.663, 999, 12, 5000.07, 0, 4993.55, 999, 12, 524.86, 0, 5100.02, 999, 12, 4458.59, 1, 4458.47, 999, 12, 4806.89, 1, 608.394, 999, 12, 5654.22, 1, 713.851, 999
13, 876.401, 1, 876.376, 999, 13, 159.084, 1, 159.081, 999, 13, 1106.96, 1, 1106.94, 999, 13, 595.046, 1, 595.026, 999, 13, 239.776, 1, 239.779, 999, 13, 77.4412, 1, 77.4399, 999, 13, 32.1701, 1, 32.1769, 999, 13, 346.896, 1, 346.884, 999, 13, 240.135, 1, 240.13, 999, 13, 420.186, 1, 420.178, 999, 13, 987.965, 1, 987.946, 999, 13, 54.8087, 1, 54.8102, 999, 13, 405.098, 1, 405.086, 999, 13, 268.183, 1, 268.187, 999, 13, 164.628, 1, 20.6491, 999, 13, 400.035, 1, 400.017, 999, 13, 131.202, 1, 131.202, 999, 13, 5000.09, 0, 5000.01, 999, 13, 269.065, 1, 269.061, 999, 13, 429.994, 1, 61.9853, 999, 13, 15.1187, 1, 3.9479, 999, 13, 593.101, 1, 74.7464, 999, 13, 73.2749, 1, 9.41991, 999, 13, 71.7891, 1, 9.24238, 999, 13, 804.43, 1, 100.995, 999, 13, 234.695, 1, 29.8832, 999, 13, 283.855, 1, 283.762, 999, 13, 115.31, 1, 115.406, 999, 13, 504.291, 1, 504.282, 999, 13, 294.341, 1, 40.667, 999, 13, 666.574, 1, 87.2461, 999
14, 5000.07, 0, 4999.92, 999, 14, 5000.08, 0, 4999.92, 999, 14, 5000.04, 0, 4999.93, 999, 14, 5000.06, 0, 4999.93, 999, 14, 5000.06, 0, 4999.93, 999, 14, 5000.06, 0, 4999.93, 999, 14, 5000.09, 0, 4999.93, 999, 14, 5000.11, 0, 5000.03, 999, 14, 5000.05, 0, 4999.93, 999, 14, 1761.96, 1, 1761.93, 999, 14, 4152.96, 1, 4152.89, 999, 14, 2965.45, 1, 2965.35, 999, 14, 5000.05, 0, 4999.82, 999, 14, 5000.06, 0, 5000.12, 999, 14, 40000.7, 0, 5003.72, 999, 14, 5000.06, 0, 4999.91, 999, 14, 5000.07, 0, 4999.93, 999, 14, 5000.02, 0, 4999.91, 999, 14, 3632.3, 1, 3632.13, 999, 14, 35659.2, 0, 5100.51, 999, 14, 20396.7, 0, 5100.02, 999, 14, 30644.9, 1, 3838.83, 999, 14, 8675.35, 1, 1085.74, 999, 14, 8606.28, 1, 1077.68, 999, 14, 40000.8, 0, 5004.4, 999, 14, 40000.6, 0, 5009.81, 999, 14, 5000.04, 0, 4993.95, 999, 14, 5000.05, 0, 5000.33, 999, 14, 5000.07, 0, 5000.03, 999, 14, 24817.3, 1, 3119.99, 999, 14, 40000.2, 0, 5027.55, 999
15, 5000.05, 0, 4999.83, 999, 15, 2239.12, 1, 2239.08, 999, 15, 5000.05, 0, 4999.92, 999, 15, 2535.88, 1, 2535.8, 999, 15, 5000.08, 0, 5000.03, 999, 15, 1789.19, 1, 1789.17, 999, 15, 1845.3, 1, 1845.26, 999, 15, 830.804, 1, 830.877, 999, 15, 5000.06, 0, 4999.93, 999, 15, 1305.34, 1, 1305.31, 999, 15, 1355.19, 1, 1355.16, 999, 15, 402.007, 1, 402.011, 999, 15, 5000.13, 0, 5000.03, 999, 15, 5000.04, 0, 4999.92, 999, 15, 6651.15, 1, 832.126, 999, 15, 5000.07, 0, 5000.02, 999, 15, 451.688, 1, 451.684, 999, 15, 221.222, 1, 221.223, 999, 15, 1539.72, 1, 1539.65, 999, 15, 3882.99, 1, 556.614, 999, 15, 1298.56, 1, 325.005, 999, 15, 9591.73, 1, 1202.12, 999, 15, 962.193, 1, 120.71, 999, 15, 953.956, 1, 119.742, 999, 15, 1090.85, 1, 136.602, 999, 15, 824.554, 1, 103.382, 999, 15, 216.737, 1, 216.759, 999, 15, 979.4, 1, 979.403, 999, 15, 330.846, 1, 330.84, 999, 15, 388.355, 1, 53.2851, 999, 15, 1239.6, 1, 160.262, 999
16, 1.9557, 1, 1.95522, 999, 16, 40.4239, 1, 40.4253, 999, 16, 54.5857, 1, 54.5861, 999, 16, 47.2008, 1, 47.2001, 999, 16, 4.49032, 1, 4.49098, 999, 16, 1.55076, 1, 1.55171, 999, 16, 14.3558, 1, 14.3553, 999, 16, 49.6444, 1, 49.6649, 999, 16, 4.55931, 1, 4.55894, 999, 16, 21.9737, 1, 21.9939, 999, 16, 4.33534, 1, 4.33538, 999, 16, 12.4991, 1, 12.5021, 999, 16, 54.2188, 1, 54.217, 999, 16, 6.31404, 1, 6.31598, 999, 16, 21.2498, 1, 2.71267, 999, 16, 55.2716, 1, 55.2693, 999, 16, 37.7863, 1, 37.8826, 999, 16, 34.8237, 1, 34.8522, 999, 16, 91.0112, 1, 91.0102, 999, 16, 7.63184, 1, 1.31202, 999, 16, 21.0608, 1, 5.427, 999, 16, 74.3837, 1, 9.54862, 999, 16, 13.7349, 1, 1.87324, 999, 16, 13.301, 1, 1.86444, 999, 16, 7.45487, 1, 0.984769, 999, 16, 7.73282, 1, 1.0223, 999, 16, 65.3031, 1, 65.4853, 999, 16, 22.62, 1, 22.7634, 999, 16, 37.9802, 1, 37.9838, 999, 16, 4.75628, 1, 3.29719, 999, 16, 24.2203, 1, 5.77571, 999
17, 0.017997, 1, 0.0184571, 999, 17, 0.012997, 1, 0.0154191, 999, 17, 0.044993, 1, 0.044943, 999, 17, 0.017996, 1, 0.0211069, 999, 17, 0.013997, 1, 0.019203, 999, 17, 0.014996, 1, 0.0160551, 999, 17, 0.014997, 1, 0.018875, 999, 17, 0.014997, 1, 0.0181791, 999, 17, 0.014997, 1, 0.0186819, 999, 17, 0.050991, 1, 0.0513219, 999, 17, 0.033994, 1, 0.0343231, 999, 17, 0.037993, 1, 0.039691, 999, 17, 0.116981, 1, 0.11711, 999, 17, 0.023996, 1, 0.0235791, 999, 17, 0.153976, 1, 0.0291689, 999, 17, 0.115982, 1, 0.116768, 999, 17, 0.020995, 1, 0.0216959, 999, 17, 0.027994, 1, 0.0268681, 999, 17, 0.104983, 1, 0.105742, 999, 17, 0.047992, 1, 0.027245, 999, 17, 0.065989, 1, 0.04019, 999, 17, 0.042992, 1, 0.0290571, 999, 17, 0.379941, 1, 0.075052, 999, 17, 0.357944, 1, 0.06904, 999, 17, 0.292954, 1, 0.050107, 999, 17, 0.527919, 1, 0.0857671, 999, 17, 0.684895, 1, 0.773512, 999, 17, 2.90156, 1, 3.82048, 999, 17, 0.061989, 1, 0.0626569, 999, 17, 1.13583, 0, 0.922408, 999, 17, 1.08283, 1, 0.984964, 999
18, 0.007997, 1, 0.0153331, 999, 18, 0.007998, 1, 0.00885204, 999, 18, 0.007998, 1, 0.0111359, 999, 18, 0.007997, 1, 0.016233, 999, 18, 0.007998, 1, 0.019249, 999, 18, 0.006998, 1, 0.016337, 999, 18, 0.007998, 1, 0.018884, 999, 18, 0.006998, 1, 0.0180049, 999, 18, 0.008997, 1, 0.0186739, 999, 18, 0.018996, 1, 0.019356, 999, 18, 0.018996, 1, 0.019778, 999, 18, 0.020996, 1, 0.0214611, 999, 18, 0.026995, 1, 0.0277599, 999, 18, 0.018996, 1, 0.020984, 999, 18, 0.036993, 1, 0.015871, 999, 18, 0.027994, 1, 0.0280129, 999, 18, 0.006998, 1, 0.018965, 999, 18, 0.021996, 1, 0.022355, 999, 18, 0.013997, 1, 0.017035, 999, 18, 0.013997, 1, 0.012683, 999, 18, 0.025995, 1, 0.02262, 999, 18, 0.011997, 1, 0.014301, 999, 18, 0.074988, 1, 0.024466, 999, 18, 0.072988, 1, 0.0247709, 999, 18, 0.18897, 1, 0.0333269, 999, 18, 0.163974, 1, 0.0294809, 999, 18, 0.596908, 1, 0.67461, 999, 18, 2.84957, 1, 3.15218, 999, 18, 0.040993, 1, 0.042202, 999, 18, 0.90986, 0, 0.836869, 999, 18, 0.97985, 0, 0.897065, 999
19, 0.003998, 1, 0.015395, 999, 19, 0.003998, 1, 0.00609397, 999, 19, 0.002999, 1, 0.011223, 999, 19, 0.002998, 1, 0.0162701, 999, 19, 0.002998, 1, 0.0233931, 999, 19, 0.004998, 1, 0.016503, 999, 19, 0.002998, 1, 0.018929, 999, 19, 0.004998, 1, 0.018181, 999, 19, 0.004998, 1, 0.019561, 999, 19, 0.007998, 1, 0.0118171, 999, 19, 0.008998, 1, 0.00964701, 999, 19, 0.009997, 1, 0.012144, 999, 19, 0.011998, 1, 0.0129449, 999, 19, 0.007998, 1, 0.0211289, 999, 19, 0.022996, 1, 0.0108529, 999, 19, 0.011997, 1, 0.011914, 999, 19, 0.004998, 1, 0.0188491, 999, 19, 0.011997, 1, 0.011782, 999, 19, 0.006998, 1, 0.017423, 999, 19, 0.004998, 1, 0.00936589, 999, 19, 0.009998, 1, 0.0125311, 999, 19, 0.005998, 1, 0.0142409, 999, 19, 0.071988, 1, 0.0267991, 999, 19, 0.077987, 1, 0.020313, 999, 19, 0.199969, 1, 0.0358601, 999, 19, 0.166973, 1, 0.0332791, 999, 19, 0.478926, 1, 0.568892, 999, 19, 2.75058, 1, 2.77908, 999, 19, 0.031994, 1, 0.033549, 999, 19, 0.731888, 0, 0.736286, 999, 19, 0.763883, 0, 0.781425, 999
20, 0.002998, 1, 0.015271, 999, 20, 0.002999, 1, 0.00636105, 999, 20, 0.001999, 1, 0.011359, 999, 20, 0.002998, 1, 0.0162681, 999, 20, 0.002998, 1, 0.0193649, 999, 20, 0.000999, 1, 0.016767, 999, 20, 0.001999, 1, 0.01975, 999, 20, 0.001999, 1, 0.0182689, 999, 20, 0.002998, 1, 0.0195329, 999, 20, 0.005998, 1, 0.0117739, 999, 20, 0.004998, 1, 0.00714197, 999, 20, 0.006998, 1, 0.00856108, 999, 20, 0.008997, 1, 0.014159, 999, 20, 0.008998, 1, 0.021072, 999, 20, 0.008998, 1, 0.00727905, 999, 20, 0.009997, 1, 0.0100221, 999, 20, 0.003998, 1, 0.0188071, 999, 20, 0.008998, 1, 0.00905498, 999, 20, 0.005999, 1, 0.017659, 999, 20, 0.003998, 1, 0.00983996, 999, 20, 0.009997, 0, 0.0130269, 999, 20, 0.004998, 1, 0.014261, 999, 20, 0.026995, 1, 0.0161761, 999, 20, 0.05699, 1, 0.0190421, 999, 20, 0.45193, 1, 0.071079, 999, 20, 0.25796, 1, 0.0467861, 999, 20, 0.503922, 1, 0.750001, 999, 20, 2.74658, 1, 2.78131, 999, 20, 0.030995, 1, 0.0332589, 999, 20, 0.743886, 0, 0.954098, 999, 20, 0.756884, 0, 0.95945, 999
21, 276.718, 1, 276.71, 999, 21, 3918.1, 1, 3917.96, 999, 21, 1646.79, 1, 1647.37, 999, 21, 278.095, 1, 278.087, 999, 21, 207.099, 1, 207.095, 999, 21, 170.933, 1, 170.926, 999, 21, 784.318, 1, 784.35, 999, 21, 5000.16, 0, 5000.08, 999, 21, 213.098, 1, 213.165, 999, 21, 3161.31, 1, 3161.28, 999, 21, 624.111, 1, 624.096, 999, 21, 4090.62, 1, 4090.57, 999, 21, 584.549, 1, 585.007, 999, 21, 988.955, 1, 988.948, 999, 21, 3982.79, 1, 573.784, 999, 21, 583.454, 1, 583.801, 999, 21, 316.337, 1, 316.443, 999, 21, 958.708, 1, 958.687, 999, 21, 139.314, 1, 139.31, 999, 21, 5917.49, 1, 2406.66, 999, 21, 3613.52, 0, 911.259, 999, 21, 4359.54, 1, 2181.04, 999, 21, 2298.64, 1, 302.406, 999, 21, 2235.69, 1, 293.249, 999, 21, 5038.73, 1, 647.762, 999, 21, 5381.62, 1, 684.817, 999, 21, 3499.13, 1, 3498.37, 999, 21, 921.67, 1, 921.791, 999, 21, 551.032, 1, 551.009, 999, 21, 6286.73, 1, 3080.52, 999, 21, 6434.95, 1, 3394.17, 999
22, 1709.79, 2, 1709.73, 999, 22, 136.848, 2, 136.845, 999, 22, 1893.12, 2, 1893.07, 999, 22, 1459.1, 2, 1459.04, 999, 22, 1572.89, 2, 1572.84, 999, 22, 5000.08, 0, 4999.93, 999, 22, 823.094, 2, 823.072, 999, 22, 1553.8, 2, 1553.78, 999, 22, 920.17, 2, 920.146, 999, 22, 527.927, 2, 527.918, 999, 22, 347.462, 2, 347.466, 999, 22, 1474.44, 2, 1474.4, 999, 22, 517.759, 2, 517.767, 999, 22, 842.47, 2, 842.467, 999, 22, 3568.05, 2, 446.423, 999, 22, 518.263, 2, 518.246, 999, 22, 715.298, 2, 715.301, 999, 22, 1313.19, 2, 1313.16, 999, 22, 847.78, 2, 847.779, 999, 22, 1868.1, 2, 233.775, 999, 22, 1680.08, 2, 423.8, 999, 22, 1870.17, 2, 234.357, 999, 22, 3633.92, 2, 454.741, 999, 22, 3278.87, 2, 410.735, 999, 22, 1677.93, 2, 210.045, 999, 22, 1840.62, 2, 231.196, 999, 22, 3754.77, 2, 3779.46, 999, 22, 1132.66, 2, 1132.82, 999, 22, 539.995, 2, 539.989, 999, 22, 6512.53, 2, 818.292, 999, 22, 6563.81, 2, 823.071, 999
23, 5000.07, 0, 4999.93, 999, 23, 4946.03, 2, 4945.9, 999, 23, 5000.06, 0, 4999.92, 999, 23, 5000.04, 0, 4999.92, 999, 23, 5000.09, 0, 5000.02, 999, 23, 5000.07, 0, 4999.92, 999, 23, 5000.05, 0, 4999.92, 999, 23, 5000.07, 0, 5000.01, 999, 23, 5000.04, 0, 4999.92, 999, 23, 5000.06, 0, 5000.02, 999, 23, 5000.03, 0, 4999.91, 999, 23, 5000.06, 0, 4999.91, 999, 23, 5000.05, 0, 4999.93, 999, 23, 5000.06, 0, 4999.92, 999, 23, 40000.1, 0, 5003.62, 999, 23, 5000.13, 0, 4999.93, 999, 23, 5000.05, 0, 5000.03, 999, 23, 5000.1, 0, 5000.01, 999, 23, 2476.89, 2, 2476.82, 999, 23, 19897.7, 2, 2489.41, 999, 23, 13610.5, 2, 3403.78, 999, 23, 28754.5, 2, 3600.33, 999, 23, 39398.7, 2, 4928.54, 999, 23, 35303.5, 2, 4419.01, 999, 23, 17823.9, 2, 2230.52, 999, 23, 19154.6, 2, 2398.21, 999, 23, 5000.07, 0, 5024.26, 999, 23, 5000.07, 0, 5000.03, 999, 23, 4143.79, 2, 4143.69, 999, 23, 39796.6, 0, 4996.57, 999, 23, 40000.8, 0, 5018.05, 999
24, 144.245, 2, 144.263, 999, 24, 34.3398, 2, 34.3425, 999, 24, 381.297, 2, 381.317, 999, 24, 306.315, 2, 306.311, 999, 24, 120.82, 2, 120.818, 999, 24, 274.566, 2, 274.559, 999, 24, 108.507, 2, 108.505, 999, 24, 100.847, 2, 100.847, 999, 24, 231.616, 2, 231.621, 999, 24, 159.779, 2, 159.79, 999, 24, 79.5889, 2, 79.5916, 999, 24, 232.29, 2, 232.346, 999, 24, 162.15, 2, 162.152, 999, 24, 43.8113, 2, 43.8147, 999, 24, 468.699, 2, 58.7553, 999, 24, 148.325, 2, 148.319, 999, 24, 101.031, 2, 101.065, 999, 24, 115.928, 2, 115.928, 999, 24, 216.215, 2, 216.212, 999, 24, 624.821, 2, 78.2164, 999, 24, 89.4324, 2, 22.446, 999, 24, 572.905, 2, 71.7876, 999, 24, 576.601, 2, 72.2632, 999, 24, 476.137, 2, 59.7294, 999, 24, 409.358, 2, 51.2654, 999, 24, 403.234, 2, 50.5508, 999, 24, 187.771, 2, 187.81, 999, 24, 531.24, 2, 531.373, 999, 24, 100.639, 2, 100.652, 999, 24, 713.33, 2, 90.5373, 999, 24, 713.699, 2, 90.3838, 999
25, 5000.07, 0, 4999.92, 999, 25, 5000.02, 0, 4999.91, 999, 25, 5000.09, 0, 5000.12, 999, 25, 5000.04, 0, 4999.92, 999, 25, 5000.12, 0, 5000.03, 999, 25, 5000.08, 0, 4999.92, 999, 25, 5000.04, 0, 5000.12, 999, 25, 5000.06, 0, 4999.92, 999, 25, 5000.11, 0, 4999.92, 999, 25, 5000.13, 0, 5000.02, 999, 25, 5000.09, 0, 5000.01, 999, 25, 5000.08, 0, 4999.91, 999, 25, 5000.06, 0, 4999.92, 999, 25, 5000.09, 0, 5000.02, 999, 25, 33601.0, 2, 4203.05, 999, 25, 5000.03, 0, 4999.92, 999, 25, 5000.11, 0, 4999.93, 999, 25, 5000.08, 0, 4999.92, 999, 25, 2847.01, 2, 2846.97, 999, 25, 33037.2, 2, 4133.18, 999, 25, 20398.9, 0, 5100.02, 999, 25, 28740.1, 2, 3597.39, 999, 25, 40000.4, 0, 5003.61, 999, 25, 40000.4, 0, 5007.2, 999, 25, 40000.4, 0, 5003.79, 999, 25, 40000.5, 0, 5005.48, 999, 25, 5000.03, 0, 5018.27, 999, 25, 5000.01, 0, 4999.93, 999, 25, 5000.09, 0, 5000.04, 999, 25, 39839.4, 0, 5000.57, 999, 25, 40000.6, 0, 5015.83, 999
26, 3910.84, 2, 3910.78, 999, 26, 2501.69, 2, 2501.62, 999, 26, 1799.3, 2, 1799.26, 999, 26, 5000.04, 0, 4999.92, 999, 26, 5000.09, 0, 5000.02, 999, 26, 5000.1, 0, 5000.02, 999, 26, 2510.62, 2, 2510.58, 999, 26, 5000.08, 0, 4999.92, 999, 26, 1699.03, 2, 1699.0, 999, 26, 3628.52, 2, 3628.46, 999, 26, 1167.1, 2, 1167.08, 999, 26, 4343.27, 2, 4343.15, 999, 26, 1641.24, 2, 1641.22, 999, 26, 2358.62, 2, 2358.55, 999, 26, 7576.64, 2, 947.724, 999, 26, 1501.01, 2, 1500.99, 999, 26, 1940.1, 2, 1940.08, 999, 26, 5000.09, 0, 4999.91, 999, 26, 642.926, 2, 642.93, 999, 26, 4458.08, 2, 557.863, 999, 26, 5453.06, 2, 1365.78, 999, 26, 6306.54, 2, 789.876, 999, 26, 9919.97, 2, 1241.29, 999, 26, 8769.34, 2, 1097.93, 999, 26, 5685.18, 2, 711.453, 999, 26, 6027.25, 2, 754.995, 999, 26, 5000.11, 0, 5010.16, 999, 26, 2228.59, 2, 2228.66, 999, 26, 2065.66, 2, 2065.72, 999, 26, 18497.7, 2, 2321.07, 999, 26, 21933.3, 2, 2749.31, 999
27, 76.1104, 1, 76.1114, 999, 27, 58.2941, 1, 58.2936, 999, 27, 324.691, 1, 324.931, 999, 27, 70.4363, 1, 70.4387, 999, 27, 65.95, 1, 65.9661, 999, 27, 64.3782, 1, 64.3775, 999, 27, 74.1007, 1, 74.1229, 999, 27, 240.811, 1, 240.821, 999, 27, 65.47, 1, 65.4795, 999, 27, 15.9956, 1, 16.0239, 999, 27, 6.52301, 1, 6.52532, 999, 27, 14.8067, 1, 14.8211, 999, 27, 61.8446, 1, 62.0129, 999, 27, 11.1853, 1, 11.1875, 999, 27, 65.2671, 1, 16.261, 999, 27, 58.6251, 1, 58.7417, 999, 27, 747.766, 1, 747.791, 999, 27, 23.6754, 1, 23.6917, 999, 27, 150.435, 1, 150.432, 999, 27, 5103.62, 0, 5100.99, 999, 27, 32.4891, 0, 18.9919, 999, 27, 5103.48, 0, 5100.85, 999, 27, 403.168, 1, 78.2541, 999, 27, 300.348, 1, 65.8075, 999, 27, 2592.66, 1, 426.397, 999, 27, 4203.36, 1, 817.236, 999, 27, 910.866, 1, 923.049, 999, 27, 866.18, 1, 866.328, 999, 27, 1508.62, 1, 1508.62, 999, 27, 876.37, 1, 756.635, 999, 27, 884.982, 1, 767.299, 999
