INSTANCE_ID, EagleUP_1.565.350_Time, EagleUP_1.565.350_opt, EagleUP_1.565.350_solved, EagleUP_1.565.350_PAR, INSTANCE_ID, SAT09referencesolver:TNM_2009-03-22_Time, SAT09referencesolver:TNM_2009-03-22_opt, SAT09referencesolver:TNM_2009-03-22_solved, SAT09referencesolver:TNM_2009-03-22_PAR, INSTANCE_ID, sparrow2011_sparrow2011_ubcsat1.2_2011-03-02_Time, sparrow2011_sparrow2011_ubcsat1.2_2011-03-02_opt, sparrow2011_sparrow2011_ubcsat1.2_2011-03-02_solved, sparrow2011_sparrow2011_ubcsat1.2_2011-03-02_PAR, INSTANCE_ID, borg-sat_11.03.02-seq-random\(fixed\)_Time, borg-sat_11.03.02-seq-random\(fixed\)_opt, borg-sat_11.03.02-seq-random\(fixed\)_solved, borg-sat_11.03.02-seq-random\(fixed\)_PAR, INSTANCE_ID, adaptg2wsat2011_2011-03-02_Time, adaptg2wsat2011_2011-03-02_opt, adaptg2wsat2011_2011-03-02_solved, adaptg2wsat2011_2011-03-02_PAR, INSTANCE_ID, sattime2011_2011-03-02_Time, sattime2011_2011-03-02_opt, sattime2011_2011-03-02_solved, sattime2011_2011-03-02_PAR, INSTANCE_ID, ppfolio_seq_Time, ppfolio_seq_opt, ppfolio_seq_solved, ppfolio_seq_PAR, INSTANCE_ID, csls_pnorm-8cores_Time, csls_pnorm-8cores_opt, csls_pnorm-8cores_solved, csls_pnorm-8cores_PAR, INSTANCE_ID, Coach-SAT-Portfolio_2011-03-18_Time, Coach-SAT-Portfolio_2011-03-18_opt, Coach-SAT-Portfolio_2011-03-18_solved, Coach-SAT-Portfolio_2011-03-18_PAR, INSTANCE_ID, borg-sat_11.03.02-par-random\(fixed\)_Time, borg-sat_11.03.02-par-random\(fixed\)_opt, borg-sat_11.03.02-par-random\(fixed\)_solved, borg-sat_11.03.02-par-random\(fixed\)_PAR, INSTANCE_ID, ppfolio_par_Time, ppfolio_par_opt, ppfolio_par_solved, ppfolio_par_PAR, INSTANCE_ID, SAT09referencesolver:SATzilla2009_R_2009-03-22_Time, SAT09referencesolver:SATzilla2009_R_2009-03-22_opt, SAT09referencesolver:SATzilla2009_R_2009-03-22_solved, SAT09referencesolver:SATzilla2009_R_2009-03-22_PAR, INSTANCE_ID, MPhaseSAT_M_2011-02-16_Time, MPhaseSAT_M_2011-02-16_opt, MPhaseSAT_M_2011-02-16_solved, MPhaseSAT_M_2011-02-16_PAR, INSTANCE_ID, march_rw_2011-03-02_Time, march_rw_2011-03-02_opt, march_rw_2011-03-02_solved, march_rw_2011-03-02_PAR, INSTANCE_ID, SAT09referencesolver:march_hi_hi_Time, SAT09referencesolver:march_hi_hi_opt, SAT09referencesolver:march_hi_hi_solved, SAT09referencesolver:march_hi_hi_PAR, INSTANCE_ID, SAT09referencesolver:gnovelty+2_2009-03-22_Time, SAT09referencesolver:gnovelty+2_2009-03-22_opt, SAT09referencesolver:gnovelty+2_2009-03-22_solved, SAT09referencesolver:gnovelty+2_2009-03-22_PAR, INSTANCE_ID, borg-sat_11.03.02-random_Time, borg-sat_11.03.02-random_opt, borg-sat_11.03.02-random_solved, borg-sat_11.03.02-random_PAR
441, 5000.02, 0, 4999.91, 999, 441, 5000.02, 0, 4999.91, 999, 441, 5000.03, 0, 4999.91, 999, 441, 1211.47, 2, 1206.96, 999, 441, 5000.09, 0, 5000.12, 999, 441, 5000.06, 0, 4999.92, 999, 441, 5000.05, 0, 5000.02, 999, 441, 40000.7, 0, 5011.13, 999, 441, 811.14, 2, 811.254, 999, 441, 3769.95, 2, 473.542, 999, 441, 3001.78, 2, 375.49, 999, 441, 4998.56, 0, 4998.45, 999, 441, 455.77, 2, 455.757, 999, 441, 369.941, 2, 369.941, 999, 441, 367.009, 2, 367.002, 999, 441, 5000.08, 0, 4999.91, 999, 441, 3362.75, 2, 476.722, 999
442, 5000.03, 0, 4999.91, 999, 442, 5000.02, 0, 4999.91, 999, 442, 5000.04, 0, 4999.91, 999, 442, 5000.11, 0, 4981.3, 999, 442, 5000.04, 0, 4999.92, 999, 442, 5000.04, 0, 4999.92, 999, 442, 5000.06, 0, 4999.91, 999, 442, 40000.2, 0, 5008.44, 999, 442, 5000.0, 0, 5000.02, 999, 442, 34201.2, 0, 4299.03, 999, 442, 39971.6, 0, 5000.02, 999, 442, 4998.6, 0, 4998.43, 999, 442, 5000.04, 0, 4999.92, 999, 442, 5000.09, 0, 4999.93, 999, 442, 5000.06, 0, 4999.92, 999, 442, 5000.06, 0, 4999.91, 999, 442, 36412.1, 0, 5100.18, 999
443, 5000.06, 0, 4999.91, 999, 443, 5000.09, 0, 4999.91, 999, 443, 5000.02, 0, 4999.91, 999, 443, 5000.02, 0, 4983.48, 999, 443, 5000.07, 0, 4999.92, 999, 443, 5000.04, 0, 4999.92, 999, 443, 4999.95, 0, 5000.02, 999, 443, 22467.1, 0, 3493.12, 999, 443, 5000.04, 0, 4999.92, 999, 443, 21643.6, 2, 3463.62, 999, 443, 21805.3, 2, 2727.5, 999, 443, 4697.0, 2, 4696.87, 999, 443, 5000.08, 0, 4999.92, 999, 443, 2695.29, 2, 2695.37, 999, 443, 2979.41, 2, 2979.3, 999, 443, 5000.03, 0, 4999.91, 999, 443, 20426.2, 2, 2917.86, 999
444, 8.25874, 1, 8.25941, 999, 444, 4.34234, 1, 4.34645, 999, 444, 3.85241, 1, 3.85279, 999, 444, 2.52461, 1, 2.61655, 999, 444, 13.009, 1, 13.0091, 999, 444, 0.892863, 1, 0.893323, 999, 444, 21.7607, 1, 21.7609, 999, 444, 0.400938, 1, 0.067091, 999, 444, 287.04, 1, 287.113, 999, 444, 14.6978, 1, 2.89453, 999, 444, 0.977851, 1, 0.128819, 999, 444, 2.14667, 1, 2.14783, 999, 444, 2.77658, 1, 2.77797, 999, 444, 5000.15, 0, 4999.95, 999, 444, 5000.13, 0, 4999.94, 999, 444, 5.9351, 1, 5.93623, 999, 444, 11.5932, 1, 2.7156, 999
445, 5000.1, 0, 5000.01, 999, 445, 5000.07, 0, 4999.91, 999, 445, 5000.04, 0, 4999.81, 999, 445, 1173.75, 2, 1169.03, 999, 445, 5000.06, 0, 4999.92, 999, 445, 5000.07, 0, 4999.92, 999, 445, 4999.79, 0, 5000.01, 999, 445, 40001.0, 0, 5010.54, 999, 445, 812.63, 2, 812.714, 999, 445, 3440.96, 2, 510.741, 999, 445, 2991.46, 2, 374.296, 999, 445, 4998.55, 0, 4998.52, 999, 445, 458.816, 2, 458.805, 999, 445, 371.017, 2, 371.027, 999, 445, 370.187, 2, 370.188, 999, 445, 5000.04, 0, 4999.81, 999, 445, 3423.21, 2, 475.189, 999
446, 5000.09, 0, 5000.01, 999, 446, 5000.08, 0, 5000.01, 999, 446, 5000.05, 0, 4999.91, 999, 446, 100.369, 2, 100.266, 999, 446, 5000.1, 0, 4999.92, 999, 446, 5000.09, 0, 5000.02, 999, 446, 2.24066, 2, 2.2412, 999, 446, 40000.7, 0, 5010.44, 999, 446, 7.94, 2, 8.06714, 999, 446, 2.25066, 2, 1.07021, 999, 446, 0.45393, 2, 0.162129, 999, 446, 30.7553, 2, 30.758, 999, 446, 18.7681, 2, 18.7689, 999, 446, 0.135979, 2, 0.136021, 999, 446, 0.139978, 2, 0.139428, 999, 446, 5000.04, 0, 4999.81, 999, 446, 1.71174, 0, 1.03558, 999
447, 5000.09, 0, 5000.01, 999, 447, 5000.06, 0, 4999.91, 999, 447, 5000.07, 0, 4999.91, 999, 447, 5000.09, 0, 4983.91, 999, 447, 5000.1, 0, 5000.02, 999, 447, 5000.1, 0, 5000.02, 999, 447, 5000.03, 0, 4999.91, 999, 447, 40000.3, 0, 5008.12, 999, 447, 5000.07, 0, 5000.02, 999, 447, 25305.3, 0, 3923.2, 999, 447, 37931.8, 0, 5000.02, 999, 447, 4998.72, 0, 4998.63, 999, 447, 5000.1, 0, 4999.92, 999, 447, 5000.05, 0, 4999.94, 999, 447, 5000.08, 0, 4999.93, 999, 447, 5000.07, 0, 5000.01, 999, 447, 25741.3, 0, 3235.1, 999
448, 0.032994, 1, 0.032963, 999, 448, 0.026995, 1, 0.027583, 999, 448, 0.026995, 1, 0.0275121, 999, 448, 0.571912, 1, 0.670805, 999, 448, 0.060989, 1, 0.0619349, 999, 448, 0.103983, 1, 0.104849, 999, 448, 0.940856, 1, 0.941694, 999, 448, 0.71189, 1, 0.111957, 999, 448, 24.0163, 1, 24.0527, 999, 448, 2735.09, 0, 5100.05, 999, 448, 0.194969, 1, 0.0342299, 999, 448, 0.043992, 1, 0.046243, 999, 448, 1.11183, 1, 1.11308, 999, 448, 92.6529, 1, 92.6509, 999, 448, 1038.06, 1, 1038.02, 999, 448, 0.021996, 1, 0.0231609, 999, 448, 489.62, 0, 5100.02, 999
449, 1.39479, 1, 1.39508, 999, 449, 1.07384, 1, 1.07437, 999, 449, 0.839872, 1, 0.840064, 999, 449, 35.0157, 1, 34.9726, 999, 449, 0.108983, 1, 0.113863, 999, 449, 5.04723, 1, 5.04683, 999, 449, 3.36749, 1, 3.3684, 999, 449, 2.15167, 1, 0.318654, 999, 449, 24.54, 1, 24.6906, 999, 449, 4.47732, 1, 1.21898, 999, 449, 15.0217, 1, 1.97951, 999, 449, 1.04284, 1, 1.04312, 999, 449, 2.67459, 1, 2.67564, 999, 449, 5000.1, 0, 4999.95, 999, 449, 5000.06, 0, 4999.94, 999, 449, 2.19667, 1, 2.19861, 999, 449, 31.1593, 1, 4.78943, 999
450, 5000.02, 0, 4999.91, 999, 450, 5000.03, 0, 5000.01, 999, 450, 5000.04, 0, 4999.81, 999, 450, 5000.06, 0, 4984.31, 999, 450, 5000.06, 0, 4999.92, 999, 450, 5000.1, 0, 5000.02, 999, 450, 5000.06, 0, 4999.91, 999, 450, 40000.4, 0, 5010.02, 999, 450, 5000.05, 0, 5000.02, 999, 450, 17958.2, 0, 2257.32, 999, 450, 39965.2, 0, 5000.02, 999, 450, 4998.73, 0, 4998.61, 999, 450, 5000.07, 0, 4999.92, 999, 450, 5000.09, 0, 5000.04, 999, 450, 5000.05, 0, 4999.93, 999, 450, 5000.03, 0, 4999.91, 999, 450, 15906.3, 0, 2263.92, 999
451, 5000.05, 0, 4999.91, 999, 451, 5000.08, 0, 5000.01, 999, 451, 5000.03, 0, 4999.91, 999, 451, 869.862, 2, 867.057, 999, 451, 5000.1, 0, 5000.02, 999, 451, 5000.05, 0, 4999.92, 999, 451, 4999.94, 0, 5000.01, 999, 451, 40000.2, 0, 5009.53, 999, 451, 805.64, 2, 805.72, 999, 451, 2979.89, 2, 374.345, 999, 451, 2987.7, 2, 373.732, 999, 451, 4998.56, 0, 4998.34, 999, 451, 452.999, 2, 452.987, 999, 451, 368.614, 2, 368.605, 999, 451, 362.918, 2, 362.909, 999, 451, 5000.09, 0, 5000.01, 999, 451, 2792.89, 2, 388.878, 999
452, 0.224964, 1, 0.225302, 999, 452, 0.102984, 1, 0.103228, 999, 452, 0.184971, 1, 0.184739, 999, 452, 0.671896, 1, 0.757047, 999, 452, 0.473927, 1, 0.474339, 999, 452, 0.296954, 1, 0.299535, 999, 452, 0.632903, 1, 0.632596, 999, 452, 0.264958, 1, 0.048663, 999, 452, 23.7654, 1, 23.9028, 999, 452, 2.23966, 1, 0.920183, 999, 452, 4.06538, 1, 0.519023, 999, 452, 0.139978, 1, 0.14095, 999, 452, 1.00685, 1, 1.00844, 999, 452, 129.84, 1, 129.836, 999, 452, 188.971, 1, 188.966, 999, 452, 0.028995, 1, 0.029601, 999, 452, 538.106, 0, 143.279, 999
453, 0.035994, 1, 0.036751, 999, 453, 0.042992, 1, 0.0429721, 999, 453, 0.221965, 1, 0.226485, 999, 453, 0.58491, 1, 0.664455, 999, 453, 0.010997, 1, 0.0164269, 999, 453, 0.018996, 1, 0.019838, 999, 453, 0.819874, 1, 0.824146, 999, 453, 0.32095, 1, 0.0527681, 999, 453, 23.7774, 1, 23.8726, 999, 453, 36.9024, 0, 9.78149, 999, 453, 0.264959, 1, 0.135755, 999, 453, 0.049991, 1, 0.049816, 999, 453, 0.883865, 1, 0.885893, 999, 453, 8.83866, 1, 8.83914, 999, 453, 10.8493, 1, 10.8574, 999, 453, 0.417936, 1, 0.41809, 999, 453, 1.75373, 1, 0.890822, 999
454, 0.023995, 1, 0.024099, 999, 454, 0.276957, 1, 0.280038, 999, 454, 0.063989, 1, 0.063656, 999, 454, 1.00085, 1, 1.10582, 999, 454, 0.442931, 1, 0.443333, 999, 454, 0.122981, 1, 0.123094, 999, 454, 0.139978, 1, 0.141413, 999, 454, 0.6539, 1, 0.114867, 999, 454, 23.7874, 1, 23.9637, 999, 454, 1.59476, 1, 0.858016, 999, 454, 0.671896, 1, 0.339181, 999, 454, 0.304952, 1, 0.306125, 999, 454, 1.05784, 1, 1.05896, 999, 454, 1398.98, 1, 1399.02, 999, 454, 1400.81, 1, 1400.78, 999, 454, 0.041993, 1, 0.042943, 999, 454, 2731.21, 0, 5100.03, 999
455, 5000.11, 0, 5000.01, 999, 455, 5000.03, 0, 4999.91, 999, 455, 5000.08, 0, 5000.01, 999, 455, 5000.06, 0, 4982.87, 999, 455, 5000.06, 0, 4999.92, 999, 455, 5000.08, 0, 4999.92, 999, 455, 5000.06, 0, 4999.92, 999, 455, 22194.5, 0, 3331.46, 999, 455, 5000.07, 0, 5000.02, 999, 455, 35440.3, 0, 5008.39, 999, 455, 39971.7, 0, 5000.02, 999, 455, 4998.94, 0, 4998.77, 999, 455, 5000.12, 0, 4999.94, 999, 455, 5000.14, 0, 5000.05, 999, 455, 5000.05, 0, 4999.93, 999, 455, 5000.03, 0, 4999.91, 999, 455, 40000.3, 0, 5018.77, 999
456, 0.079987, 1, 0.0846031, 999, 456, 0.036994, 1, 0.038093, 999, 456, 0.035994, 1, 0.0366781, 999, 456, 0.634902, 1, 0.915529, 999, 456, 0.06199, 1, 0.0643221, 999, 456, 0.018997, 1, 0.024185, 999, 456, 0.06299, 1, 0.0623351, 999, 456, 0.160975, 1, 0.0350021, 999, 456, 29.4185, 1, 29.5001, 999, 456, 3.10353, 0, 1.92894, 999, 456, 0.167973, 1, 0.124746, 999, 456, 0.087985, 1, 0.087946, 999, 456, 0.633902, 1, 0.63545, 999, 456, 0.91086, 1, 0.910919, 999, 456, 1.07584, 1, 1.07684, 999, 456, 0.086986, 1, 0.0869371, 999, 456, 6.589, 0, 2.0314, 999
457, 5000.09, 0, 4999.91, 999, 457, 4999.92, 0, 5000.01, 999, 457, 5000.09, 0, 5000.01, 999, 457, 102.574, 2, 102.519, 999, 457, 5000.05, 0, 4999.93, 999, 457, 5000.12, 0, 4999.92, 999, 457, 153.624, 2, 153.622, 999, 457, 20078.7, 0, 2832.06, 999, 457, 158.44, 2, 158.507, 999, 457, 19.2931, 2, 3.01503, 999, 457, 19.1721, 2, 2.40519, 999, 457, 69.3305, 2, 69.3366, 999, 457, 31.3012, 2, 31.3013, 999, 457, 2.38464, 2, 2.38598, 999, 457, 2.6276, 2, 2.62763, 999, 457, 5000.03, 0, 4999.91, 999, 457, 16.1215, 2, 3.24593, 999
458, 5000.03, 0, 4999.81, 999, 458, 5000.09, 0, 5000.01, 999, 458, 5000.03, 0, 4999.91, 999, 458, 5000.08, 0, 4980.17, 999, 458, 5000.04, 0, 4999.91, 999, 458, 5000.06, 0, 4999.92, 999, 458, 5000.01, 0, 4999.91, 999, 458, 21899.1, 0, 3157.94, 999, 458, 5000.06, 0, 5000.02, 999, 458, 30765.0, 0, 4922.15, 999, 458, 39972.4, 0, 5000.02, 999, 458, 4998.55, 0, 4998.48, 999, 458, 5000.05, 0, 4999.93, 999, 458, 5000.1, 0, 5000.05, 999, 458, 5000.05, 0, 4999.93, 999, 458, 5000.05, 0, 4999.91, 999, 458, 35916.1, 0, 5100.15, 999
459, 5000.05, 0, 4999.91, 999, 459, 4999.71, 0, 5000.01, 999, 459, 5000.09, 0, 4999.91, 999, 459, 5000.09, 0, 4981.17, 999, 459, 5000.05, 0, 4999.92, 999, 459, 5000.07, 0, 4999.92, 999, 459, 5000.03, 0, 4999.91, 999, 459, 21850.0, 0, 3286.39, 999, 459, 5000.08, 0, 5000.02, 999, 459, 39839.4, 0, 5001.53, 999, 459, 39971.9, 0, 5000.02, 999, 459, 4999.03, 0, 4998.92, 999, 459, 5000.05, 0, 4999.93, 999, 459, 5000.12, 0, 4999.94, 999, 459, 5000.11, 0, 4999.93, 999, 459, 5000.04, 0, 4999.91, 999, 459, 36015.1, 0, 5100.18, 999
460, 0.206968, 1, 0.20693, 999, 460, 0.032994, 1, 0.0352121, 999, 460, 0.035994, 1, 0.037519, 999, 460, 0.597908, 1, 0.671199, 999, 460, 0.207968, 1, 0.211642, 999, 460, 0.757884, 1, 0.758268, 999, 460, 0.840871, 1, 0.844261, 999, 460, 0.279956, 1, 0.048689, 999, 460, 23.7914, 1, 23.998, 999, 460, 2.90256, 1, 1.24063, 999, 460, 1.07284, 1, 0.540272, 999, 460, 2.75558, 1, 2.75922, 999, 460, 1.08283, 1, 1.08566, 999, 460, 5000.15, 0, 5000.05, 999, 460, 5000.12, 0, 5000.04, 999, 460, 0.271958, 1, 0.272584, 999, 460, 2.48662, 1, 1.20559, 999
461, 5000.1, 0, 5000.01, 999, 461, 5000.09, 0, 5000.01, 999, 461, 5000.04, 0, 4999.91, 999, 461, 5000.04, 0, 4995.46, 999, 461, 5000.04, 0, 4999.92, 999, 461, 5000.11, 0, 5000.02, 999, 461, 4999.97, 0, 5000.01, 999, 461, 40000.7, 0, 5008.22, 999, 461, 5000.09, 0, 5000.02, 999, 461, 28260.3, 0, 4919.92, 999, 461, 39973.2, 0, 5000.02, 999, 461, 4998.47, 0, 4998.37, 999, 461, 5000.06, 0, 4999.94, 999, 461, 5000.11, 0, 4999.95, 999, 461, 5000.05, 0, 4999.94, 999, 461, 5000.06, 0, 4999.91, 999, 461, 36035.8, 0, 5100.15, 999
462, 5000.04, 0, 4999.91, 999, 462, 5000.02, 0, 4999.91, 999, 462, 5000.05, 0, 4999.91, 999, 462, 1180.53, 2, 1176.52, 999, 462, 5000.07, 0, 4999.92, 999, 462, 5000.06, 0, 4999.92, 999, 462, 5000.08, 0, 5000.01, 999, 462, 40000.6, 0, 5010.03, 999, 462, 813.73, 2, 813.861, 999, 462, 3801.88, 2, 477.492, 999, 462, 3036.24, 2, 379.803, 999, 462, 4998.56, 0, 4998.44, 999, 462, 460.576, 2, 460.567, 999, 462, 374.987, 2, 374.986, 999, 462, 373.874, 2, 373.867, 999, 462, 5000.04, 0, 4999.81, 999, 462, 3219.9, 2, 508.219, 999
463, 5000.09, 0, 4999.91, 999, 463, 5000.05, 0, 4999.91, 999, 463, 5000.02, 0, 4999.91, 999, 463, 3687.42, 2, 3675.45, 999, 463, 5000.07, 0, 5000.02, 999, 463, 5000.07, 0, 4999.92, 999, 463, 5000.05, 0, 4999.91, 999, 463, 22272.7, 0, 3427.37, 999, 463, 5000.04, 0, 4999.92, 999, 463, 5619.32, 2, 979.45, 999, 463, 6721.55, 2, 840.774, 999, 463, 1339.77, 2, 1339.73, 999, 463, 5000.08, 0, 4999.92, 999, 463, 823.532, 2, 823.508, 999, 463, 905.031, 2, 905.014, 999, 463, 5000.05, 0, 4999.91, 999, 463, 5866.43, 2, 838.059, 999
464, 5000.03, 0, 4999.91, 999, 464, 5000.08, 0, 4999.91, 999, 464, 5000.07, 0, 4999.91, 999, 464, 5000.02, 0, 4981.29, 999, 464, 5000.05, 0, 4999.92, 999, 464, 5000.09, 0, 5000.02, 999, 464, 5000.0, 0, 4999.91, 999, 464, 40000.7, 0, 5009.92, 999, 464, 4999.73, 0, 5000.02, 999, 464, 31733.5, 0, 4994.18, 999, 464, 39971.5, 0, 5000.02, 999, 464, 4998.38, 0, 4998.23, 999, 464, 5000.14, 0, 5000.04, 999, 464, 5000.1, 0, 4999.95, 999, 464, 4999.86, 0, 5000.04, 999, 464, 5000.05, 0, 4999.91, 999, 464, 35940.0, 0, 5100.16, 999
465, 0.295955, 1, 0.295465, 999, 465, 0.416936, 1, 0.417275, 999, 465, 0.395939, 1, 0.39647, 999, 465, 0.592909, 1, 0.849015, 999, 465, 0.208967, 1, 0.20953, 999, 465, 0.161974, 1, 0.162404, 999, 465, 0.053991, 1, 0.0540599, 999, 465, 0.838871, 1, 0.133527, 999, 465, 24.03, 1, 24.1983, 999, 465, 1.46278, 1, 1.03569, 999, 465, 0.211966, 1, 0.0734499, 999, 465, 0.213966, 1, 0.21569, 999, 465, 1.14083, 1, 1.14171, 999, 465, 133.062, 1, 133.081, 999, 465, 141.504, 1, 141.501, 999, 465, 0.259959, 1, 0.260048, 999, 465, 1.90671, 1, 1.09057, 999
466, 5000.02, 0, 4999.91, 999, 466, 5000.05, 0, 4999.91, 999, 466, 5000.05, 0, 4999.91, 999, 466, 488.633, 2, 486.7, 999, 466, 5000.08, 0, 5000.12, 999, 466, 5000.03, 0, 4999.92, 999, 466, 5000.06, 0, 4999.91, 999, 466, 40000.7, 0, 5010.03, 999, 466, 790.43, 2, 790.579, 999, 466, 2264.57, 2, 409.334, 999, 466, 2804.35, 2, 350.794, 999, 466, 4998.37, 0, 4998.2, 999, 466, 432.959, 2, 432.953, 999, 466, 348.401, 2, 348.396, 999, 466, 393.463, 2, 393.458, 999, 466, 5000.03, 0, 4999.91, 999, 466, 2312.57, 2, 357.247, 999
467, 0.024995, 1, 0.0250171, 999, 467, 0.089986, 1, 0.089831, 999, 467, 0.015997, 1, 0.0157421, 999, 467, 0.563913, 1, 0.639783, 999, 467, 0.021995, 1, 0.022521, 999, 467, 0.035994, 1, 0.0354029, 999, 467, 0.047992, 1, 0.0470969, 999, 467, 0.121981, 1, 0.025201, 999, 467, 23.7744, 1, 23.8395, 999, 467, 1.60076, 1, 6.4214, 999, 467, 0.32095, 1, 0.162256, 999, 467, 0.076987, 1, 0.077149, 999, 467, 0.932857, 1, 0.933981, 999, 467, 5000.05, 0, 4999.94, 999, 467, 5000.08, 0, 4999.93, 999, 467, 0.055991, 1, 0.0571759, 999, 467, 2930.64, 0, 5100.04, 999
468, 3.17652, 1, 3.17738, 999, 468, 1.24881, 1, 1.2498, 999, 468, 3.05054, 1, 3.05245, 999, 468, 5.44317, 1, 5.72293, 999, 468, 4.5973, 1, 4.59708, 999, 468, 4.08138, 1, 4.08096, 999, 468, 9.64953, 1, 9.64999, 999, 468, 5.03523, 1, 0.640167, 999, 468, 37.25, 1, 37.3769, 999, 468, 3.68144, 1, 1.59135, 999, 468, 22.22, 1, 2.88005, 999, 468, 1.01984, 1, 1.02102, 999, 468, 5.99209, 1, 5.99256, 999, 468, 5000.07, 0, 4999.84, 999, 468, 5000.07, 0, 4999.93, 999, 468, 5.16521, 1, 5.16572, 999, 468, 9.90149, 1, 2.19217, 999
469, 4.63129, 1, 4.63239, 999, 469, 29.9045, 1, 29.9035, 999, 469, 54.6587, 1, 54.6579, 999, 469, 5.98009, 1, 6.1981, 999, 469, 32.4161, 1, 32.4154, 999, 469, 7.81681, 1, 7.81709, 999, 469, 72.7689, 1, 72.7695, 999, 469, 32.858, 1, 4.12477, 999, 469, 364.13, 1, 364.238, 999, 469, 45.722, 1, 7.22354, 999, 469, 44.61, 1, 5.60983, 999, 469, 11.9552, 1, 11.955, 999, 469, 6.66898, 1, 6.67052, 999, 469, 5000.07, 0, 4999.95, 999, 469, 5000.12, 0, 5000.04, 999, 469, 58.7911, 1, 58.795, 999, 469, 95.5615, 1, 12.6861, 999
470, 0.025995, 1, 0.0263179, 999, 470, 0.024996, 1, 0.02577, 999, 470, 0.017997, 1, 0.0189411, 999, 470, 0.544917, 1, 0.63534, 999, 470, 0.019996, 1, 0.0208751, 999, 470, 0.028995, 1, 0.029667, 999, 470, 0.031994, 1, 0.0326891, 999, 470, 0.158974, 1, 0.0299379, 999, 470, 29.3835, 1, 29.4862, 999, 470, 1.39979, 0, 0.918648, 999, 470, 0.139978, 1, 0.0383839, 999, 470, 0.023995, 1, 0.0245999, 999, 470, 0.628904, 1, 0.631317, 999, 470, 0.109982, 1, 0.109716, 999, 470, 0.114982, 1, 0.114764, 999, 470, 0.008998, 1, 0.00939499, 999, 470, 1.63175, 0, 1.18958, 999
471, 0.291954, 1, 0.292114, 999, 471, 0.081987, 1, 0.0819821, 999, 471, 0.006998, 1, 0.00746989, 999, 471, 0.983849, 1, 1.17375, 999, 471, 0.076987, 1, 0.07881, 999, 471, 0.6519, 1, 0.652423, 999, 471, 1.2848, 1, 1.28685, 999, 471, 0.381941, 1, 0.05818, 999, 471, 24.0513, 1, 24.1163, 999, 471, 2.24866, 1, 7.43492, 999, 471, 0.614906, 1, 0.221992, 999, 471, 0.675896, 1, 0.677151, 999, 471, 0.994847, 1, 0.997941, 999, 471, 1790.48, 1, 1790.44, 999, 471, 2027.21, 1, 2027.14, 999, 471, 0.121981, 1, 0.122407, 999, 471, 2.18867, 1, 1.1544, 999
472, 0.071989, 1, 0.075668, 999, 472, 0.034994, 1, 0.035239, 999, 472, 0.081986, 1, 0.081684, 999, 472, 0.612906, 1, 0.716502, 999, 472, 0.246961, 1, 0.247225, 999, 472, 0.308953, 1, 0.309674, 999, 472, 0.032994, 1, 0.032801, 999, 472, 0.360944, 1, 0.05566, 999, 472, 23.9994, 1, 24.0429, 999, 472, 4.42333, 1, 1.24388, 999, 472, 0.171973, 1, 0.04592, 999, 472, 0.280956, 1, 0.280963, 999, 472, 1.35879, 1, 1.36017, 999, 472, 5000.09, 0, 4999.95, 999, 472, 5000.09, 0, 4999.94, 999, 472, 0.077988, 1, 0.0804819, 999, 472, 1.84272, 1, 0.944155, 999
473, 5000.04, 0, 4999.91, 999, 473, 5000.03, 0, 4999.91, 999, 473, 5000.09, 0, 5000.01, 999, 473, 5000.1, 0, 4980.37, 999, 473, 5000.07, 0, 4999.91, 999, 473, 5000.11, 0, 4999.92, 999, 473, 5000.09, 0, 5000.01, 999, 473, 22813.8, 0, 3608.62, 999, 473, 5000.03, 0, 4999.92, 999, 473, 21383.0, 0, 4950.64, 999, 473, 39972.1, 0, 5000.02, 999, 473, 4999.0, 0, 4998.85, 999, 473, 5000.1, 0, 4999.93, 999, 473, 5000.07, 0, 4999.95, 999, 473, 5000.06, 0, 4999.83, 999, 473, 5000.08, 0, 4999.91, 999, 473, 31316.7, 0, 5100.16, 999
474, 2.91056, 1, 2.91106, 999, 474, 1.3248, 1, 1.32417, 999, 474, 8.10377, 1, 8.10432, 999, 474, 1.49377, 1, 1.5781, 999, 474, 21.6007, 1, 21.6008, 999, 474, 16.4295, 1, 16.4288, 999, 474, 78.909, 1, 78.9033, 999, 474, 12.4811, 1, 1.59334, 999, 474, 291.14, 1, 291.242, 999, 474, 49.2695, 0, 24.6371, 999, 474, 38.8691, 1, 4.87542, 999, 474, 1.82372, 1, 1.82435, 999, 474, 7.43787, 1, 7.43958, 999, 474, 5000.1, 0, 4999.94, 999, 474, 5000.04, 0, 4999.93, 999, 474, 16.4245, 1, 16.4252, 999, 474, 20.2209, 1, 3.51294, 999
475, 5000.11, 0, 5000.01, 999, 475, 5000.07, 0, 4999.91, 999, 475, 5000.03, 0, 4999.91, 999, 475, 5000.09, 0, 4983.01, 999, 475, 5000.03, 0, 4999.91, 999, 475, 5000.12, 0, 5000.12, 999, 475, 5000.08, 0, 5000.01, 999, 475, 40000.2, 0, 5009.22, 999, 475, 5000.0, 0, 4999.92, 999, 475, 20585.7, 0, 2587.33, 999, 475, 39972.1, 0, 5000.02, 999, 475, 4998.67, 0, 4998.54, 999, 475, 5000.04, 0, 4999.92, 999, 475, 5000.07, 0, 4999.94, 999, 475, 5000.1, 0, 4999.93, 999, 475, 5000.02, 0, 4999.91, 999, 475, 21790.1, 0, 2736.92, 999
