INSTANCE_ID, EagleUP_1.565.350_Time, EagleUP_1.565.350_opt, EagleUP_1.565.350_solved, EagleUP_1.565.350_PAR, INSTANCE_ID, SAT09referencesolver:TNM_2009-03-22_Time, SAT09referencesolver:TNM_2009-03-22_opt, SAT09referencesolver:TNM_2009-03-22_solved, SAT09referencesolver:TNM_2009-03-22_PAR, INSTANCE_ID, sparrow2011_sparrow2011_ubcsat1.2_2011-03-02_Time, sparrow2011_sparrow2011_ubcsat1.2_2011-03-02_opt, sparrow2011_sparrow2011_ubcsat1.2_2011-03-02_solved, sparrow2011_sparrow2011_ubcsat1.2_2011-03-02_PAR, INSTANCE_ID, adaptg2wsat2011_2011-03-02_Time, adaptg2wsat2011_2011-03-02_opt, adaptg2wsat2011_2011-03-02_solved, adaptg2wsat2011_2011-03-02_PAR, INSTANCE_ID, sattime2011_2011-03-02_Time, sattime2011_2011-03-02_opt, sattime2011_2011-03-02_solved, sattime2011_2011-03-02_PAR, INSTANCE_ID, MPhaseSAT_M_2011-02-16_Time, MPhaseSAT_M_2011-02-16_opt, MPhaseSAT_M_2011-02-16_solved, MPhaseSAT_M_2011-02-16_PAR, INSTANCE_ID, march_rw_2011-03-02_Time, march_rw_2011-03-02_opt, march_rw_2011-03-02_solved, march_rw_2011-03-02_PAR, INSTANCE_ID, SAT09referencesolver:march_hi_hi_Time, SAT09referencesolver:march_hi_hi_opt, SAT09referencesolver:march_hi_hi_solved, SAT09referencesolver:march_hi_hi_PAR, INSTANCE_ID, SAT09referencesolver:gnovelty+2_2009-03-22_Time, SAT09referencesolver:gnovelty+2_2009-03-22_opt, SAT09referencesolver:gnovelty+2_2009-03-22_solved, SAT09referencesolver:gnovelty+2_2009-03-22_PAR,INSTANCE_ID, nvarsOrig, nclausesOrig, nvars, nclauses, reducedVars, reducedClauses, vars_clauses_ratio, POSNEG_RATIO_CLAUSE_mean, POSNEG_RATIO_CLAUSE_coeff_variation, POSNEG_RATIO_CLAUSE_min, POSNEG_RATIO_CLAUSE_max, POSNEG_RATIO_CLAUSE_entropy, VCG_CLAUSE_mean, VCG_CLAUSE_coeff_variation, VCG_CLAUSE_min, VCG_CLAUSE_max, VCG_CLAUSE_entropy, UNARY, BINARYp, TRINARYp, VCG_VAR_mean, VCG_VAR_coeff_variation, VCG_VAR_min, VCG_VAR_max, VCG_VAR_entropy, POSNEG_RATIO_VAR_mean, POSNEG_RATIO_VAR_stdev, POSNEG_RATIO_VAR_min, POSNEG_RATIO_VAR_max, POSNEG_RATIO_VAR_entropy, HORNY_VAR_mean, HORNY_VAR_coeff_variation, HORNY_VAR_min, HORNY_VAR_max, HORNY_VAR_entropy, horn_clauses_fraction, VG_mean, VG_coeff_variation, VG_min, VG_max, CG_mean, CG_coeff_variation, CG_min, CG_max, CG_entropy, cluster_coeff_mean, cluster_coeff_coeff_variation, cluster_coeff_min, cluster_coeff_max, cluster_coeff_entropy, DIAMETER_mean, DIAMETER_coeff_variation, DIAMETER_min, DIAMETER_max, DIAMETER_entropy, cl_num_mean, cl_num_coeff_variation, cl_num_min, cl_num_max, cl_num_q90, cl_num_q10, cl_num_q75, cl_num_q25, cl_num_q50, cl_size_mean, cl_size_coeff_variation, cl_size_min, cl_size_max, cl_size_q90, cl_size_q10, cl_size_q75, cl_size_q25, cl_size_q50, SP_bias_mean, SP_bias_coeff_variation, SP_bias_min, SP_bias_max, SP_bias_q90, SP_bias_q10, SP_bias_q75, SP_bias_q25, SP_bias_q50, SP_unconstraint_mean, SP_unconstraint_coeff_variation, SP_unconstraint_min, SP_unconstraint_max, SP_unconstraint_q90, SP_unconstraint_q10, SP_unconstraint_q75, SP_unconstraint_q25, SP_unconstraint_q50, saps_BestSolution_Mean, saps_BestSolution_CoeffVariance, saps_FirstLocalMinStep_Mean, saps_FirstLocalMinStep_CoeffVariance, saps_FirstLocalMinStep_Median, saps_FirstLocalMinStep_Q10, saps_FirstLocalMinStep_Q90, saps_BestAvgImprovement_Mean, saps_BestAvgImprovement_CoeffVariance, saps_FirstLocalMinRatio_Mean, saps_FirstLocalMinRatio_CoeffVariance, gsat_BestSolution_Mean, gsat_BestSolution_CoeffVariance, gsat_FirstLocalMinStep_Mean, gsat_FirstLocalMinStep_CoeffVariance, gsat_FirstLocalMinStep_Median, gsat_FirstLocalMinStep_Q10, gsat_FirstLocalMinStep_Q90, gsat_BestAvgImprovement_Mean, gsat_BestAvgImprovement_CoeffVariance, gsat_FirstLocalMinRatio_Mean, gsat_FirstLocalMinRatio_CoeffVariance, lobjois_mean_depth_over_vars, lobjois_log_num_nodes_over_vars, Pre_featuretime, Basic_featuretime, KLB_featuretime, CG_featuretime, DIAMETER_featuretime, cl_featuretime, sp_featuretime, ls_saps_featuretime, ls_gsat_featuretime, lobjois_featuretime
11,5000.04,0,4999.81,999,11,5000.07,0,4999.91,999,11,1056.42,1,1056.41,999,11,5000.07,0,5000.02,999,11,5000.06,0,4999.92,999,11,5000.05,0,4999.92,999,11,5000.09,0,4999.91,999,11,5000.03,0,4999.91,999,11,5000.04,0,4999.91,999,11,49999,210000,48800,208696,0.024569672,0.006248323,0.233832944,0.495300501,0.587041081,0,1,0.707122133,6.22E-05,0.062634049,6.15E-05,0.000122951,0.153258107,0,0,0.96602714,6.22E-05,0.290702099,4.79E-06,0.000186875,2.715743912,0.227711653,0.16993496,0,1,3.363236093,3.04E-05,0.399733367,0,0.000110208,2.328262236,0.491628972,0.000126033,0.294010026,9.58E-06,0.000383333,9.44E-05,0.244056295,2.40E-05,0.00025875,2.963421914,0.102086261,0.243033078,0.036363636,0.333333333,2.245921615,6,0,6,6,0,2.795454545,0.727857987,0,11,6,1,4,1,2,108.5448937,0.444527755,0,286,162.75,56.66666667,134,74.5,102,0.392613155,0.578240795,1.95E-05,1,0.705818955,0.086745036,0.567445281,0.20362313,0.385701755,0.092445639,0.658121874,0.000857679,0.900293314,0.175506798,0.027682929,0.125163053,0.046862305,0.079154492,2795,0,10716,0,10716,10716,10716,1.34338,0,0.89952,0,1878.33,0.489494,10668.7,0.00541894,10699,10602,10699,0.497221,0.889902,0.866472,0.0396486,0.214545765,0.237406046,0.94,0.05,6.78,4.96,2.06,2,2.78,2.2,2.23,2.15
12,405.607,1,405.589,999,12,5000.04,0,4999.91,999,12,5000.02,0,4999.91,999,12,5000.04,0,4999.92,999,12,5000.04,0,4999.82,999,12,5000.04,0,4999.91,999,12,5000.14,0,4999.95,999,12,5000.05,0,5000.03,999,12,5000.06,0,4999.91,999,12,200,17000,200,17000,0,0,0.011764706,0.309798319,0.679974734,0.142857143,1,0.994061565,0.035,0,0.035,0.035,0,0,0,0,0.035,0.043740767,0.029941176,0.039352941,4.348959867,0.031380973,0.023457403,0,0.141463415,2.058835063,0.002118529,0.168151331,0.001176471,0.003117647,3.116477898,0.060529412,0.011705882,0,0.011705882,0.011705882,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,3836.75,0.02153089,3705,3932,3932,3705,3932,3845,3865,57.64666253,0.011981523,56.66778784,58.62054616,58.62054616,56.66778784,58.62054616,57.62105263,57.67726348,0.064061679,0.715896852,0.000446856,0.262682662,0.134664029,0.013004152,0.092317367,0.028433217,0.051966113,0.000102214,0.438477764,3.09E-05,0.000350057,0.00015534,5.52E-05,0.000125764,7.00E-05,9.42E-05,18.1345,0.200181,33.222,0.138266,33,27,39,1.62355,0.256511,0.868191,0.0631917,18.4192,0.194062,33.0029,0.139081,33,27,39,1.2804,0.413429,0.868713,0.0587274,0.624005642,0.717121697,0.05,0,0.01,60.24,0.26,2.01,0.92,2.06,2.08,2
13,2.6226,1,2.62289,999,13,21.1658,1,21.1665,999,13,11.5972,1,11.5997,999,13,99.9368,1,99.9349,999,13,315.933,1,315.929,999,13,5000.02,0,4999.91,999,13,5000.11,0,5000.03,999,13,5000.06,0,4999.92,999,13,718.471,1,718.464,999,13,10000,42000,9719,41669,0.02891244,0.007943555,0.233242938,0.494449911,0.589576695,0,1,0.727916166,0.000312958,0.069699055,0.000308674,0.000617347,0.174668978,0,0,0.960786196,0.000312958,0.293377617,4.80E-05,0.001031942,2.723151975,0.229648017,0.172995862,0,1,3.376107167,0.000154642,0.398405907,0,0.000455974,2.335223577,0.497036166,0.000634978,0.297506387,9.60E-05,0.00213588,0.000476185,0.248898758,0.000119993,0.001295927,2.984393612,0.101869007,0.24678458,0.037735849,0.333333333,2.259599542,5.018469657,0.026829339,5,6,0.092021997,18.80357143,0.356031643,7,46,26,12,22,14,17,52.69211211,0.167707928,34.7,80.19047619,64.25,42.04761905,57.28571429,46.96551724,52.11764706,0.394295693,0.582792343,2.52E-05,1,0.711168973,0.086141133,0.56985849,0.202733491,0.384799605,0.093343911,0.656836392,0.001773432,0.748282005,0.176492045,0.02884416,0.125294482,0.048109755,0.079632866,275.353,0.175241,2146.35,0.0162433,2150,2100,2183,0.619106,0.298692,0.847546,0.0135872,149.095,0.10575,2110.33,0.0191678,2110,2069,2149,0.0655281,0.191064,0.825729,0.0087125,0.240818347,0.307974673,0.13,0.01,0.28,0.9,2.01,2,0.47,2.09,2.41,2
14,5000.09,0,5000.01,999,14,5000.03,0,4999.91,999,14,5000.04,0,4999.91,999,14,5000.1,0,4999.92,999,14,5000.05,0,4999.92,999,14,5000.06,0,4999.91,999,14,5000.1,0,4999.95,999,14,5000.1,0,4999.93,999,14,5000.04,0,4999.91,999,14,400,34000,400,34000,0,0,0.011764706,0.311201681,0.678171226,0.142857143,1,0.997509675,0.0175,0,0.0175,0.0175,0,0,0,0,0.0175,0.037343086,0.015411765,0.019382353,4.340224615,0.034774122,0.025223168,0,0.147595357,2.170512388,0.001054118,0.158376493,0.000705882,0.001647059,3.069682932,0.060235294,0.011734118,0.000491175,0.011705882,0.011735294,-1,0,-1,0,-512,-1,0,-1,0,0,2.040100251,0.096168972,2,3,0.168262619,84.25641026,0.214034215,57,133,112,67,93,70,79,57.78862195,0.071867879,51.61728395,66.86466165,65.02255639,52.45098039,60.60759494,54.22619048,57.21428571,0.070508879,0.698031128,9.14E-05,0.272952568,0.139001409,0.011521181,0.102316746,0.029477292,0.062883359,0.000101694,0.368661296,3.46E-05,0.00028157,0.000147431,6.25E-05,0.000121736,7.48E-05,9.53E-05,33.2124,0.163859,65.768,0.121716,65,57,75,1.40863,0.258482,0.865996,0.0540873,32.6548,0.154719,65.7976,0.109042,65.5,56,76,0.944075,0.433924,0.860347,0.0447842,0.604787645,0.702049307,0.11,0.01,0.02,60.31,1.45,1.99,1.88,2.08,2.1,2
15,279.938,1,279.932,999,15,1672.46,1,1672.43,999,15,55.6325,1,55.6345,999,15,463.989,1,463.978,999,15,2735.89,1,2735.86,999,15,5000.07,0,4999.92,999,15,5000.11,0,5000.02,999,15,5000.08,0,4999.91,999,15,5000.09,0,5000.01,999,15,25000,105000,24342,104318,0.027031468,0.006537702,0.233344198,0.495096358,0.587712609,0,1,0.719503562,0.000124849,0.066343754,0.000123244,0.000287569,0.166503644,0,0,0.962413006,0.000124849,0.289350967,9.59E-06,0.000364271,2.711896442,0.227526894,0.170859682,0,1,3.3665121,6.11E-05,0.399634683,0,0.000201308,2.330382935,0.49165053,0.000253304,0.293399031,1.92E-05,0.000738128,0.000189382,0.246186164,3.83E-05,0.000508062,2.972825291,0.101964375,0.244733602,0.037037037,0.4,2.251792846,5.576923077,0.088587811,5,6,0.68126573,6.459183673,0.382544675,2,13,10,3,8,5,6,76.99023094,0.313970689,33,145.75,110.4,48,90.66666667,59,74.11111111,0.391766193,0.579778755,2.52E-05,1,0.704865231,0.087511725,0.564739551,0.203329492,0.384957576,0.091919363,0.656657821,0.001989301,0.842046692,0.173922075,0.027992209,0.123875041,0.047296365,0.07898229,858,0.444438,5302.67,0.00910168,5290,5262,5290,0.769097,0.583133,0.855825,0.0329317,510.833,0.0270237,5280.67,0.00928235,5287,5216,5305,0.124413,0.0342023,0.833089,0.00350393,0.238797141,0.263276562,0.42,0.02,1.68,2.39,2.03,2,1.46,2.11,2.21,2.06
16,5000.04,0,4999.91,999,16,5000.08,0,5000.01,999,16,2223.79,1,2223.74,999,16,5000.04,0,4999.92,999,16,5000.08,0,4999.92,999,16,5000.02,0,4999.91,999,16,5000.11,0,4999.93,999,16,5000.05,0,4999.93,999,16,5000.03,0,4999.91,999,16,2000,40000,2000,40000,0,0,0.05,0.37587,0.648384589,0.2,1,0.831949837,0.0025,0,0.0025,0.0025,0,0,0,0,0.0025,0.09982134,0.001725,0.00335,3.699242817,0.077186678,0.058963448,0,0.375,2.994996879,0.00047,0.228073049,0.00015,0.0009,2.864206591,0.188,0.00905985,0.091263818,0.0064,0.011925,-1,0,-1,0,-512,-1,0,-1,0,0,3,0,3,3,0,17.69918699,0.264216397,10,34,24,13,20,14,17,73.49019617,0.133753922,50.75,100.9,87.89473684,62.06451613,79.86956522,65.21428571,73.14285714,0.162966471,0.69329483,9.41E-05,0.645497119,0.320914481,0.027654752,0.237579212,0.073607334,0.14448126,0.002704365,0.657953312,0.000279087,0.015766906,0.004958787,0.00098793,0.003469249,0.001450672,0.002248319,107.418,0.203558,379.279,0.102102,382,358,403,0.934175,0.260667,0.857186,0.0545026,80.2771,0.110656,386.301,0.0450019,385,363,411,0.217704,0.301617,0.837824,0.0163098,0.462248768,0.539667335,0.1,0.01,0.04,60.01,2.02,2,0.76,2.11,2.2,2
17,749.554,1,749.549,999,17,4720.09,1,4719.97,999,17,19.882,1,19.8831,999,17,117.741,1,117.745,999,17,1272.54,1,1272.5,999,17,5000.04,0,4999.91,999,17,5000.07,0,4999.95,999,17,5000.1,0,4999.94,999,17,173.047,1,173.04,999,17,1000,20000,1000,20000,0,0,0.05,0.37568,0.651496047,0.2,1,0.833100071,0.005,0,0.005,0.005,0,0,0,0,0.005,0.101191897,0.00345,0.0066,3.702864912,0.079104322,0.060087064,0,0.353535354,3.009049523,0.00094,0.228302433,0.0004,0.0017,2.853462536,0.188,0.0164758,0.084776587,0.0122,0.02125,-1,0,-1,0,-512,-1,0,-1,0,0,3,0,3,3,0,43.35294118,0.240596827,28,86,58,33,48,36,41,56.68396332,0.095266815,44.21818182,68.6969697,64.78947368,50.43902439,59.79411765,52.55555556,55.55,0.165832232,0.689767777,0.000109858,0.58796786,0.327680925,0.028241809,0.230339224,0.074645595,0.150753203,0.002718644,0.6488988,0.000280679,0.015241099,0.004863994,0.000976335,0.003525427,0.001500651,0.002276455,54.7442,0.172919,190.84,0.0774476,191,177,206,1.03744,0.233251,0.85658,0.0384226,47.1092,0.840802,191.038,0.0913619,192,176,208,0.326716,0.372441,0.837978,0.0697411,0.475486409,0.59755226,0.05,0,0.01,60.01,1.29,1.99,0.37,2.11,2.17,2
18,0.072988,1,0.0741,999,18,0.514921,1,0.515283,999,18,0.249961,1,0.250439,999,18,0.38994,1,0.391204,999,18,0.922859,1,0.922619,999,18,17.2434,1,17.243,999,18,5000.06,0,4999.94,999,18,5000.1,0,4999.93,999,18,0.155976,1,0.156259,999,18,2500,10500,2431,10422,0.028383381,0.007484168,0.233256573,0.495858121,0.588131325,0,1,0.727108717,0.001250835,0.067392633,0.00123406,0.002056767,0.172014321,0,0,0.960660142,0.001250835,0.29719152,0.000191902,0.003070428,2.737058215,0.23784468,0.176463158,0,1,3.401760802,0.000612017,0.39747906,0,0.002014968,2.324646921,0.492419881,0.002527246,0.300291594,0.000383803,0.006140856,0.001891269,0.252918369,0.000479754,0.004317789,2.998129168,0.10358273,0.253605853,0.044444444,0.333333333,2.297075135,4.928806584,0.052172396,4,5,0.256715061,113.7157895,0.338622956,71,270,138,86,116,93,105,34.40510911,0.067952425,30.31578947,42.01123596,37.16603774,31.37190083,36.08849558,32.70212766,34.28813559,0.403545868,0.568446542,0.000242203,1,0.715855647,0.092489562,0.584343373,0.215881275,0.395621132,0.099449771,0.653145466,0.002423908,0.837156512,0.189234057,0.029629351,0.136040111,0.049901861,0.086736053,60.753,0.200998,535.223,0.0339061,535,510,558,0.684613,0.210614,0.852226,0.0170655,44.4878,0.203056,530.961,0.0362063,532,508,554,0.14222,0.441998,0.838862,0.0157402,0.27038223,0.405830562,0.02,0.01,0.02,0.19,1.35,1.99,0.1,2.16,2.46,2
19,16.9104,1,16.911,999,19,118.02,1,118.017,999,19,83.5493,1,83.5474,999,19,97.5612,1,97.6079,999,19,181.013,1,181.01,999,19,4112.01,1,4111.9,999,19,5000.11,0,4999.96,999,19,5000.07,0,4999.95,999,19,35.5796,1,35.5823,999,19,750,15000,750,15000,0,0,0.05,0.37176,0.656321817,0.2,1,0.825613925,0.006666667,0,0.006666667,0.006666667,0,0,0,0,0.006666667,0.095988888,0.0042,0.0086,3.62643923,0.079402421,0.058918541,0,0.371428571,2.997810512,0.001220444,0.227451952,0.000533333,0.002,2.818476343,0.183066667,0.020637511,0.076290272,0.014266667,0.024933333,0.016568142,0.0617397,0.012933333,0.020466667,4.1441173,0.022887242,0.11752793,0.016536832,0.038214784,0.466747438,3,0,3,3,0,63.67391304,0.233633842,39,126,77,49,67,55,62,51.36167828,0.075501442,43.75384615,64.64788732,55.9,47.234375,53.56451613,48.37931035,51.46296296,0.167355402,0.678973098,0.000133561,0.609037443,0.330091909,0.030043278,0.244809578,0.071320624,0.1557954,0.002699454,0.648457268,0.000372249,0.02424749,0.004866601,0.001023027,0.003492158,0.001502373,0.002325854,41.7626,0.174175,143.52,0.0657444,143,132,156,1.09106,0.21636,0.856279,0.0318918,34.6474,0.176522,143.987,0.0669588,144,132,156,0.42617,0.412443,0.842526,0.0301001,0.482789128,0.6013253,0.03,0,0.01,49.9,0.68,1.99,0.27,2.12,2.18,2
20,5000.03,0,4999.91,999,20,5000.06,0,4999.91,999,20,5000.08,0,5000.01,999,20,32.3841,1,32.3879,999,20,5000.12,0,5000.02,999,20,1913.15,1,1913.25,999,20,5000.06,0,4999.94,999,20,5000.06,0,4999.83,999,20,5000.05,0,4999.91,999,20,200,17000,200,17000,0,0,0.011764706,0.31112605,0.677230973,0.142857143,1,0.996884929,0.035,0,0.035,0.035,0,0,0,0,0.035,0.04477533,0.030411765,0.041470588,4.260985356,0.033224762,0.027079215,0,0.1264,2.148914332,0.002034118,0.158876817,0.000941176,0.002941176,3.053653576,0.058117647,0.011705882,0,0.011705882,0.011705882,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,3911.5,0.034428052,3771,4109,4109,3771,4109,3805,3961,57.63553699,0.013233136,57.15172936,58.95570699,58.95570699,57.15172936,58.95570699,57.2081676,57.22654402,0.067460033,0.785832816,0.000118014,0.236729251,0.139993434,0.009879106,0.108495915,0.021858654,0.054633994,0.000104103,0.422324598,1.80E-05,0.000311602,0.000154205,5.82E-05,0.000125769,7.15E-05,9.95E-05,17.8137,0.202116,33.0553,0.141617,33,27,39,1.59826,0.254815,0.865108,0.0631718,18.0768,0.206329,33.3796,0.136994,33,27,39,1.29145,0.416545,0.871075,0.0582538,0.626871508,0.729311796,0.05,0,0.01,60.26,0.25,1.99,0.93,2.06,2.09,2
21,5000.04,0,4999.81,999,21,5000.03,0,4999.91,999,21,593.197,1,593.191,999,21,5000.09,0,4999.92,999,21,5000.09,0,4999.92,999,21,5000.04,0,4999.92,999,21,5000.1,0,4999.91,999,21,5000.03,0,4999.91,999,21,5000.03,0,4999.91,999,21,40000,168000,39090,167019,0.023279611,0.005873583,0.234045228,0.49646627,0.586341307,0,1,0.70227034,7.76E-05,0.061130353,7.67E-05,0.000153492,0.147599667,0,0,0.967512678,7.76E-05,0.289970857,5.99E-06,0.000227519,2.713096521,0.22785355,0.169859718,0,1,3.362489009,3.82E-05,0.40069319,0,0.000143696,2.330718234,0.49359055,0.000157142,0.293301263,1.20E-05,0.000473,0.000117671,0.243690915,2.39E-05,0.000341279,2.960585472,0.102344647,0.243430037,0.034482759,0.4,2.248379717,5.914285714,0.047333135,5,6,0.292508468,3.666666667,0.593015296,1,10,7,1,5,2,3,100.2799945,0.391038502,26.5,207,155,54.8,120,70.33333333,91.83333333,0.391439684,0.57869032,3.78E-06,1,0.703406012,0.085432738,0.56603077,0.204762052,0.385812229,0.09218546,0.654127022,0.001863769,0.876195959,0.175039202,0.027840162,0.124409515,0.047015542,0.079162979,10367.5,1.26157,4231,1.41421,4231,0,0,3.0945,1.20108,13.4326,1.32528,1607,0.779972,8591.5,0.00338078,8588,8560,8592,0.55467,1.29336,0.870898,0.0721078,0.226062363,0.242461757,0.72,0.05,4.36,3.93,2.02,1.99,2.57,2.18,2.22,2.19
22,5000.06,0,4999.91,999,22,2380.61,1,2380.58,999,22,5000.02,0,4999.91,999,22,2848.88,1,2848.81,999,22,4184.19,1,4184.06,999,22,5000.08,0,4999.91,999,22,5000.05,0,4999.94,999,22,5000.07,0,4999.93,999,22,5000.06,0,4999.91,999,22,200,17000,200,17000,0,0,0.011764706,0.311865546,0.681158402,0.142857143,1,1.001147682,0.035,0,0.035,0.035,0,0,0,0,0.035,0.038984352,0.031823529,0.038941176,4.224653527,0.034605705,0.026348884,0,0.132013201,2.1895598,0.002188529,0.162879947,0.001352941,0.003352941,3.111605974,0.062529412,0.011705882,0,0.011705882,0.011705882,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,3824.75,0.027967971,3706,3992,3992,3706,3992,3765,3836,57.13486638,0.019976994,55.62363878,58.28623566,58.28623566,55.62363878,58.28623566,56.43820831,58.19138277,0.07017418,0.729041716,0.000100742,0.247571243,0.140083901,0.011720895,0.101196794,0.027562519,0.062941849,0.000102349,0.351272994,3.05E-05,0.000227114,0.000146437,5.76E-05,0.000121583,7.71E-05,0.000100884,17.6004,0.248635,33.0867,0.139916,33,27,39,1.58539,0.251442,0.863482,0.0682931,18.0548,0.195527,33.0418,0.13983,33,27,39,1.29386,0.42527,0.869332,0.0614114,0.630259467,0.727218911,0.05,0,0.01,60.23,0.25,2,0.99,2.07,2.07,2
23,5000.02,0,4999.91,999,23,716.72,1,716.712,999,23,96.9773,1,96.9819,999,23,612.257,1,612.254,999,23,2287.15,1,2287.09,999,23,5000.11,0,5000.02,999,23,5000.07,0,4999.92,999,23,5000.03,0,4999.91,999,23,5000.06,0,4999.91,999,23,35000,147000,34108,145991,0.026152222,0.006911385,0.23363084,0.49369436,0.588087632,0,1,0.715339234,8.91E-05,0.064867294,8.80E-05,0.000175912,0.161956858,0,0,0.96349775,8.91E-05,0.290311884,6.85E-06,0.00025344,2.716799698,0.228744077,0.172390548,0,1,3.370515459,4.36E-05,0.398888703,0,0.000136995,2.327192695,0.492064579,0.000180618,0.293820774,1.37E-05,0.00052743,0.000135072,0.245629766,2.74E-05,0.000390435,2.97162676,0.102134854,0.245574895,0.035087719,0.4,2.253772047,5.931818182,0.042492477,5,6,0.248910279,4.622222222,0.556343694,1,12,9,2,6,2,4,97.31820787,0.459940656,38.5,343.5,143.75,62.25,114.25,70.83333333,82.4,0.392190004,0.582467983,1.91E-05,1,0.706602379,0.085279715,0.569076433,0.201363409,0.384394579,0.092843739,0.658886382,0.001848638,0.854882206,0.176251968,0.028375262,0.124745376,0.047762185,0.079456934,3766,1.09389,3751,1.41421,3751,0,0,1.45883,1.01029,1.21816,0.438609,4048.6,1.79381,6008.2,0.559081,7478,0,7519,1.29163,1.93764,5.75554,1.90923,0.21135071,0.262501907,0.62,0.05,3.26,3.93,2.04,2,2.14,2.15,2.22,2.17
24,694.546,1,694.515,999,24,2018.96,1,2018.9,999,24,947.48,1,947.457,999,24,1671.97,1,1671.97,999,24,3176.47,1,3176.43,999,24,240.774,1,240.766,999,24,5000.06,0,4999.94,999,24,5000.08,0,4999.94,999,24,4728.54,1,4728.39,999,24,150,12750,150,12750,0,0,0.011764706,0.312179272,0.684032988,0.142857143,1,1.003579231,0.046666667,0,0.046666667,0.046666667,0,0,0,0,0.046666667,0.039529755,0.041568627,0.052,4.129841504,0.029356231,0.020392406,0,0.099337748,1.961733496,0.002953725,0.152501452,0.001411765,0.004470588,3.027077821,0.063294118,0.011686275,0,0.011686275,0.011686275,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,4210.75,0.038877771,4057,4444,4444,4057,4444,4057,4285,46.75266593,0.014649839,46.07369978,47.89243924,47.89243924,46.07369978,47.89243924,46.45082573,46.59369895,0.060085202,0.673401207,4.93E-05,0.19134379,0.114857391,0.017285083,0.083861137,0.027235353,0.054878135,9.89E-05,0.373114765,3.13E-05,0.000239909,0.000149331,5.81E-05,0.00012506,7.26E-05,9.22E-05,14.194,0.283966,25.011,0.163116,25,20,30,1.67622,0.261401,0.86799,0.0755547,14.4174,0.226546,24.8299,0.158596,25,20,30,1.43043,0.418184,0.870993,0.0764622,0.641165891,0.743621305,0.03,0,0.01,60.09,0.14,1.99,0.74,2.06,2.08,2
25,9.2216,1,9.22255,999,25,399.308,1,399.305,999,25,13.7929,1,13.7971,999,25,219.39,1,219.384,999,25,234.777,1,234.769,999,25,505.292,1,505.279,999,25,5000.04,0,4999.92,999,25,5000.03,0,4999.91,999,25,1767.49,1,1767.45,999,25,20000,84000,19487,83408,0.026325242,0.007097641,0.233634663,0.493839919,0.587737092,0,1,0.712166009,0.000155855,0.064137662,0.000153949,0.000307898,0.160103358,0,0,0.963924324,0.000155855,0.287811559,1.20E-05,0.000395646,2.70783037,0.229173822,0.171236135,0,1,3.372526011,7.66E-05,0.396237214,0,0.000239785,2.325406862,0.493753597,0.000315888,0.291200658,2.40E-05,0.000827259,0.000236088,0.244237185,5.99E-05,0.000575484,2.965794713,0.102287145,0.244335356,0.040816327,0.333333333,2.251161425,5.355140187,0.089363819,5,6,0.650570677,8.649484536,0.423587517,3,23,14,5,10,6,8,68.31656772,0.200762029,38.11111111,107,85.4,51.25,77,57.88888889,67.33333333,0.394411588,0.579894514,1.41E-05,1,0.708666484,0.085900148,0.569765096,0.204505288,0.389681895,0.093225838,0.648344749,0.001620728,0.869015487,0.176207957,0.02825832,0.125278038,0.048227168,0.079925231,1993.2,1.70881,3384.6,0.55914,4205,0,4244,1.18186,1.32493,1.57132,1.03992,508,0.783063,4279.5,0.0126436,4288.5,4188,4320,0.256613,1.72728,0.844914,0.0432009,0.23136621,0.267619085,0.33,0.01,1.09,1.91,2.01,1.99,1.12,2.1,2.23,2.02
26,5000.06,0,4999.91,999,26,5000.08,0,5000.01,999,26,5000.09,0,4999.91,999,26,5000.04,0,4999.92,999,26,5000.11,0,5000.22,999,26,5000.04,0,4999.91,999,26,5000.06,0,4999.94,999,26,5000.1,0,5000.03,999,26,5000.04,0,4999.91,999,26,400,34000,400,34000,0,0,0.011764706,0.313504202,0.68024602,0.142857143,1,1.005889217,0.0175,0,0.0175,0.0175,0,0,0,0,0.0175,0.040651429,0.015323529,0.020088235,4.402214341,0.030382965,0.02415307,0,0.2,2.061455472,0.001134412,0.163555503,0.000647059,0.001823529,3.184844037,0.064823529,0.011734412,0.000427569,0.011705882,0.011735294,-1,0,-1,0,-512,-1,0,-1,0,0,2.030075188,0.084131975,2,3,0.135003432,84.25,0.262850995,59,147,120,63,93,70,79,58.04995954,0.055128338,51.75862069,63.234375,62.18309859,53.92727273,60.88372093,55.4,58.65714286,0.061873944,0.759738702,0.000204613,0.35746817,0.122509779,0.009805619,0.088369776,0.024828783,0.053582971,0.000100739,0.391305404,2.33E-05,0.000296436,0.000147829,5.95E-05,0.000121896,7.41E-05,9.40E-05,33.4834,0.154021,65.7616,0.105159,66,57,75,1.41312,0.239463,0.863515,0.0437405,33.5403,0.181561,65.7339,0.123629,66,57,75,0.931958,0.441431,0.867247,0.0623153,0.601972727,0.687505681,0.11,0,0.03,60.26,1.43,2,2.09,2.08,2.09,2
