INSTANCE_ID, MPhaseSAT_2011-02-15_Time, MPhaseSAT_2011-02-15_opt, MPhaseSAT_2011-02-15_solved, MPhaseSAT_2011-02-15_PAR, INSTANCE_ID, Sol_2011-04-04_Time, Sol_2011-04-04_opt, Sol_2011-04-04_solved, Sol_2011-04-04_PAR, INSTANCE_ID, QuteRSat_2011-05-12\(fixed\)_Time, QuteRSat_2011-05-12\(fixed\)_opt, QuteRSat_2011-05-12\(fixed\)_solved, QuteRSat_2011-05-12\(fixed\)_PAR, INSTANCE_ID, CryptoMiniSat_Strange-Night2-st\(fixed\)_Time, CryptoMiniSat_Strange-Night2-st\(fixed\)_opt, CryptoMiniSat_Strange-Night2-st\(fixed\)_solved, CryptoMiniSat_Strange-Night2-st\(fixed\)_PAR, INSTANCE_ID, PicoSAT_941_Time, PicoSAT_941_opt, PicoSAT_941_solved, PicoSAT_941_PAR, INSTANCE_ID, glucose_2_Time, glucose_2_opt, glucose_2_solved, glucose_2_PAR, INSTANCE_ID, clasp_2.0-R4092-crafted_Time, clasp_2.0-R4092-crafted_opt, clasp_2.0-R4092-crafted_solved, clasp_2.0-R4092-crafted_PAR, INSTANCE_ID, SAT07referencesolver:minisat_SAT2007_Time, SAT07referencesolver:minisat_SAT2007_opt, SAT07referencesolver:minisat_SAT2007_solved, SAT07referencesolver:minisat_SAT2007_PAR, INSTANCE_ID, jMiniSat_2011_Time, jMiniSat_2011_opt, jMiniSat_2011_solved, jMiniSat_2011_PAR, INSTANCE_ID, RestartSAT_B95_Time, RestartSAT_B95_opt, RestartSAT_B95_solved, RestartSAT_B95_PAR, INSTANCE_ID, SAT09referencesolver:clasp_1.2.0-SAT09-32_Time, SAT09referencesolver:clasp_1.2.0-SAT09-32_opt, SAT09referencesolver:clasp_1.2.0-SAT09-32_solved, SAT09referencesolver:clasp_1.2.0-SAT09-32_PAR, INSTANCE_ID, sathys_2011-04-01_Time, sathys_2011-04-01_opt, sathys_2011-04-01_solved, sathys_2011-04-01_PAR, INSTANCE_ID, SApperloT2010_2011-05-15\(fixed\)_Time, SApperloT2010_2011-05-15\(fixed\)_opt, SApperloT2010_2011-05-15\(fixed\)_solved, SApperloT2010_2011-05-15\(fixed\)_PAR, INSTANCE_ID, sattime+_2011-03-02_Time, sattime+_2011-03-02_opt, sattime+_2011-03-02_solved, sattime+_2011-03-02_PAR, INSTANCE_ID, sattime_2011-03-02_Time, sattime_2011-03-02_opt, sattime_2011-03-02_solved, sattime_2011-03-02_PAR,INSTANCE_ID, nvarsOrig, nclausesOrig, nvars, nclauses, reducedVars, reducedClauses, vars_clauses_ratio, POSNEG_RATIO_CLAUSE_mean, POSNEG_RATIO_CLAUSE_coeff_variation, POSNEG_RATIO_CLAUSE_min, POSNEG_RATIO_CLAUSE_max, POSNEG_RATIO_CLAUSE_entropy, VCG_CLAUSE_mean, VCG_CLAUSE_coeff_variation, VCG_CLAUSE_min, VCG_CLAUSE_max, VCG_CLAUSE_entropy, UNARY, BINARYp, TRINARYp, VCG_VAR_mean, VCG_VAR_coeff_variation, VCG_VAR_min, VCG_VAR_max, VCG_VAR_entropy, POSNEG_RATIO_VAR_mean, POSNEG_RATIO_VAR_stdev, POSNEG_RATIO_VAR_min, POSNEG_RATIO_VAR_max, POSNEG_RATIO_VAR_entropy, HORNY_VAR_mean, HORNY_VAR_coeff_variation, HORNY_VAR_min, HORNY_VAR_max, HORNY_VAR_entropy, horn_clauses_fraction, VG_mean, VG_coeff_variation, VG_min, VG_max, CG_mean, CG_coeff_variation, CG_min, CG_max, CG_entropy, cluster_coeff_mean, cluster_coeff_coeff_variation, cluster_coeff_min, cluster_coeff_max, cluster_coeff_entropy, DIAMETER_mean, DIAMETER_coeff_variation, DIAMETER_min, DIAMETER_max, DIAMETER_entropy, cl_num_mean, cl_num_coeff_variation, cl_num_min, cl_num_max, cl_num_q90, cl_num_q10, cl_num_q75, cl_num_q25, cl_num_q50, cl_size_mean, cl_size_coeff_variation, cl_size_min, cl_size_max, cl_size_q90, cl_size_q10, cl_size_q75, cl_size_q25, cl_size_q50, SP_bias_mean, SP_bias_coeff_variation, SP_bias_min, SP_bias_max, SP_bias_q90, SP_bias_q10, SP_bias_q75, SP_bias_q25, SP_bias_q50, SP_unconstraint_mean, SP_unconstraint_coeff_variation, SP_unconstraint_min, SP_unconstraint_max, SP_unconstraint_q90, SP_unconstraint_q10, SP_unconstraint_q75, SP_unconstraint_q25, SP_unconstraint_q50, saps_BestSolution_Mean, saps_BestSolution_CoeffVariance, saps_FirstLocalMinStep_Mean, saps_FirstLocalMinStep_CoeffVariance, saps_FirstLocalMinStep_Median, saps_FirstLocalMinStep_Q10, saps_FirstLocalMinStep_Q90, saps_BestAvgImprovement_Mean, saps_BestAvgImprovement_CoeffVariance, saps_FirstLocalMinRatio_Mean, saps_FirstLocalMinRatio_CoeffVariance, gsat_BestSolution_Mean, gsat_BestSolution_CoeffVariance, gsat_FirstLocalMinStep_Mean, gsat_FirstLocalMinStep_CoeffVariance, gsat_FirstLocalMinStep_Median, gsat_FirstLocalMinStep_Q10, gsat_FirstLocalMinStep_Q90, gsat_BestAvgImprovement_Mean, gsat_BestAvgImprovement_CoeffVariance, gsat_FirstLocalMinRatio_Mean, gsat_FirstLocalMinRatio_CoeffVariance, lobjois_mean_depth_over_vars, lobjois_log_num_nodes_over_vars, Pre_featuretime, Basic_featuretime, KLB_featuretime, CG_featuretime, DIAMETER_featuretime, cl_featuretime, sp_featuretime, ls_saps_featuretime, ls_gsat_featuretime, lobjois_featuretime
11,5000.04,0,4999.92,999,11,1703.13,2,1686.88,999,11,2010.21,2,2010.16,999,11,2090.66,2,2090.73,999,11,4777.94,2,4777.73,999,11,826.639,2,826.617,999,11,219.938,2,219.94,999,11,586.623,2,586.612,999,11,5000.07,0,4998.03,999,11,3279.2,2,3279.13,999,11,328.756,2,328.748,999,11,5000.05,0,4999.92,999,11,2920.26,2,2920.21,999,11,5000.03,0,4999.91,999,11,5000.08,0,4999.92,999,11,762,17262,704,12087,0.082386364,0.428145942,0.058244395,0.389960485,0.919911838,0,1,1.76301824,0.006656522,0.47611658,0.002840909,0.017045455,1.548951439,0,0.276991809,0.415984115,0.006656522,1.012873307,8.27E-05,0.027798461,3.659205842,0.662346647,0.221825122,0,1,3.188581006,0.001284955,1.196374,0,0.007446016,3.201603713,0.320261438,0.007546613,0.840178068,8.27E-05,0.028212129,0.008157345,1.181741625,0.001158269,0.135600232,3.919073818,0.163135447,1.355905836,0.001950178,0.979746835,2.759199965,4.458036984,0.113034883,4,6,0.706400939,3511.5,0.150138622,2818,4258,4258,2818,4258,3295,3675,39.39319632,0.129634182,35.57679662,48.06829932,48.06829932,35.57679662,48.06829932,35.80455235,38.12313698,0.777258871,0.220114118,2.52E-06,1,0.918107345,0.519908521,0.909055416,0.712578243,0.803626785,0.274253284,0.887562773,0.004988735,0.999440759,0.499641664,0.02314759,0.497895631,0.031530567,0.423082991,11.9521,0.282676,134.841,0.0753562,135,123,147,4.88919,0.231368,0.987299,0.00554778,16.6934,1.163,135.16,0.0715923,135,124,146,2.00053,0.542227,0.992829,0.0591484,0.42743181,0.688329458,0.05,0,0,18.41,0.55,1.99,0.3,2.13,2.25,2
12,0.067989,1,0.100317,999,12,0.197968,1,0.193138,999,12,0.12998,1,0.132255,999,12,0.039993,1,0.041722,999,12,0.028995,1,0.030867,999,12,0.038993,1,0.04436,999,12,0.021995,1,0.0237629,999,12,0.035994,1,0.036555,999,12,0.687894,1,0.411573,999,12,0.026995,1,0.028615,999,12,0.027995,1,0.028794,999,12,0.052991,1,0.0719221,999,12,0.051991,1,0.0530279,999,12,1.89771,1,1.89786,999,12,2.28365,1,2.28786,999,12,1253,12666,609,2721,1.057471264,3.654906284,0.223814774,0.453563343,0.920227092,0,1,1.851256712,0.006151148,0.744907436,0.003284072,0.044334975,1.636461082,0,0.52554208,0.719220875,0.006151148,1.021804469,0.000367512,0.038221242,2.999379984,0.620856932,0.326466295,0,1,3.109784223,0.002029463,1.414515323,0,0.009922822,2.30611229,0.544285189,0.009111158,0.958418347,0.000367512,0.055126792,0.016713487,0.84166869,0.001102536,0.117971334,4.385759659,0.285102873,0.77184122,0.031454085,0.956989247,3.9436997,5.333881579,0.106235402,4,6,0.837558591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.776637355,0.304373141,0.000690716,1,1,0.424967932,1,0.663636494,0.812613475,0.489727978,0.778933272,0.001607607,0.998119301,0.984805291,0.009448071,0.938127056,0.026063995,0.489425384,11.2841,0.250081,83.5329,0.0848921,83,74,92,2.67751,0.297938,0.972221,0.0106879,15.6248,0.176067,83.1457,0.0866878,83,74,93,1.08379,0.747671,0.982282,0.00889653,0.28319408,0.842248014,0.03,0,0,0.47,0.09,0.02,0.05,2.19,2.57,2
13,0.05599,1,0.089856,999,13,0.229964,1,0.218886,999,13,0.153975,1,0.155328,999,13,0.038993,1,0.0389711,999,13,0.021996,1,0.0238049,999,13,0.05899,1,0.0609031,999,13,0.020995,1,0.021572,999,13,0.036993,1,0.037282,999,13,0.642902,1,0.332759,999,13,0.032994,1,0.0331599,999,13,0.021996,1,0.0232099,999,13,0.062989,1,0.065178,999,13,0.047991,1,0.0497831,999,13,0.501922,1,0.503148,999,13,0.413936,1,0.414535,999,13,1584,16587,515,2448,2.075728155,5.775735294,0.210375817,0.456867019,0.989890653,0,1,1.639759145,0.006474872,0.783720147,0.003883495,0.067961165,1.240044264,0,0.714052288,0.739787582,0.006474872,0.985582377,0.000408497,0.055964052,3.145647064,0.658848428,0.282797944,0,1,3.332649523,0.002304239,1.126069072,0,0.013480392,2.406293397,0.550653595,0.010252871,0.878873736,0.000408497,0.058823529,0.013015494,1.176295846,0.00122549,0.099673203,3.910042614,0.376199403,0.574655635,0.020750048,0.961352657,3.854748598,5.081712062,0.122310325,4,6,0.93391647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.797634175,0.283233703,8.00E-09,1,1,0.498241212,1,0.727555504,0.856764772,0.402277891,0.992272217,0.000289376,0.999918455,0.990839545,0.003300502,0.890659579,0.008254304,0.469134564,9.88555,0.395187,91.7246,0.0794046,92,83,101,2.745,0.286444,0.968312,0.0134483,15.9691,0.200583,91.6079,0.0761345,92,83,100,1.3572,0.624189,0.981837,0.00988978,0.291109549,0.944761692,0.05,0,0,0.28,0.06,0.01,0.04,2.22,2.64,2
14,0.229964,2,0.231123,999,14,0.58491,2,0.537355,999,14,3.41848,2,3.41902,999,14,0.830873,2,0.831931,999,14,0.076987,2,0.0765941,999,14,0.174973,2,0.175474,999,14,0.421935,2,0.421887,999,14,0.623904,2,0.624612,999,14,0.587909,2,0.462072,999,14,0.296954,2,0.29855,999,14,0.564913,2,0.565297,999,14,0.230964,2,0.24052,999,14,0.331949,2,0.333845,999,14,5000.05,0,4999.91,999,14,5000.1,0,4999.92,999,14,583,54220,519,47838,0.123314066,0.133408587,0.010849116,0.388942393,0.763168072,0,1,1.176072848,0.008803395,0.238695612,0.003853565,0.01734104,0.479183863,0,0.147518709,0.148731134,0.008803395,0.546129877,0.000522597,0.015782432,2.708520642,0.937882927,0.109164825,0,0.992010652,1.361046348,0.002009834,0.816374735,0,0.007044609,4.793930403,0.273903591,0.003217265,0.472214522,0.000480789,0.010201095,0.000659647,4.692691032,8.36E-05,0.109285505,1.501095651,0.150049866,0.63274946,0.000384311,0.851493928,1.301441162,3.27972028,0.136859757,3,4,0.592688938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958743178,0.124459757,0.001982445,0.997607764,0.996535492,0.895495754,0.995125403,0.995004135,0.995089491,0.005231524,8.782670966,1.59E-06,0.49294487,9.11E-05,2.16E-06,4.93E-05,2.46E-06,2.67E-06,14.4749,0.390118,217.659,0.0542614,218,203,232,10.1594,0.163389,0.988195,0.00349743,20.5616,0.267849,218.97,0.0536246,219,203,234,10.1799,0.189689,0.990216,0.00323304,0.724990366,0.966006845,0.26,0.01,0.01,58.82,2.01,0.15,0.78,2.08,2.11,2
15,2562.08,2,2562.02,999,15,5000.13,0,4955.94,999,15,1397.55,2,1397.52,999,15,1429.76,2,1429.72,999,15,5000.1,0,4999.92,999,15,5000.03,0,4999.92,999,15,1118.21,2,1118.19,999,15,3566.48,2,3566.37,999,15,5000.04,0,4997.03,999,15,5000.03,0,5000.02,999,15,1240.12,2,1240.09,999,15,5000.1,0,5000.02,999,15,5000.1,0,5000.02,999,15,5000.03,0,4999.91,999,15,5000.04,0,4999.91,999,15,2969,18767,2868,16577,0.035216179,0.132110756,0.173010798,0.309000761,0.870252645,0,1,2.597176832,0.002532853,0.378309696,0.00069735,0.004532775,2.136926455,0,0.069976473,0.089099355,0.002532853,1.316888338,6.03E-05,0.020269047,3.458316392,0.600002425,0.158402801,0,1,2.829368095,0.000180974,2.421333204,0,0.003860771,1.675418516,0.126379924,0.002949887,1.446543738,6.03E-05,0.02057067,-1,0,-1,0,-512,-1,0,-1,0,0,4.894316163,0.071638072,4,6,0.439437422,1945.75,0.179946773,925,2233,2203,1695,2181,1858,2095,16.78530499,0.12106419,11.94486487,20.48482061,18.98977395,15.22833563,18.22832501,16.20617577,16.87460815,0.734921185,0.204925856,9.53E-06,1,0.854616771,0.606773407,0.826434639,0.666536188,0.773092813,0.448775252,0.324360221,3.36E-05,0.999907993,0.499708627,0.151133888,0.499030911,0.476554581,0.495917147,42.0563,0.213501,133.186,0.087304,133,122,145,0.6316,0.495483,0.882688,0.0514419,53.4433,0.473106,132.213,0.0872152,133,122,143,0.0737085,0.525366,0.897751,0.06318,0.232150006,0.52966723,0.09,0.01,0.03,60.01,2.01,1.99,0.97,2.15,2.6,2
16,5000.12,0,4999.92,999,16,5000.12,0,4927.54,999,16,862.725,2,862.7,999,16,1163.68,2,1163.65,999,16,5000.09,0,5000.02,999,16,5000.08,0,5000.03,999,16,1190.36,2,1190.36,999,16,3446.56,2,3446.46,999,16,5000.02,0,4997.12,999,16,5000.05,0,4999.93,999,16,1341.56,2,1341.53,999,16,5000.1,0,5000.03,999,16,5000.11,0,5000.02,999,16,5000.02,0,4999.91,999,16,5000.09,0,4999.92,999,16,2969,18473,2875,16559,0.032695652,0.11558669,0.173621596,0.307667604,0.877957978,0,1,2.593515454,0.002541783,0.379111784,0.000695652,0.004521739,2.134968029,0,0.072709705,0.089135817,0.002541783,1.303277864,6.04E-05,0.02029108,3.402398395,0.600226193,0.151360237,0,1,2.743370276,0.000195349,2.747485949,0,0.006401353,1.65548213,0.138353765,0.002997282,1.477617704,6.04E-05,0.020593031,-1,0,-1,0,-512,-1,0,-1,0,0,4.846605197,0.078555344,4,6,0.484277172,1510.3125,0.370691863,31,2050,2013,791,1975,1061,1830,16.67264853,0.181523459,7.129032258,21.84450063,20.17710583,15.19945355,17.64213333,16.09994568,16.62916902,0.735353289,0.202384303,3.34E-06,1,0.852523966,0.617553384,0.82698349,0.666813573,0.776751743,0.445605003,0.306645041,4.01E-05,0.999902234,0.499690533,0.141494916,0.49903237,0.478487228,0.49600423,41.0273,0.213424,132.845,0.0838798,132.5,123,144,0.645169,0.511219,0.880757,0.0412803,51.6197,0.136046,133.521,0.0713864,134,122,145,0.0708078,0.498944,0.901229,0.0257756,0.235266448,0.497064494,0.09,0,0.04,60.01,2.01,2,0.97,2.13,2.53,2
17,10.0265,1,10.0306,999,17,8.11577,1,7.98466,999,17,4.21236,1,4.21307,999,17,1.56076,1,1.56097,999,17,6.80896,1,6.81623,999,17,0.795878,1,0.798395,999,17,0.552915,1,0.554451,999,17,0.337948,1,0.338989,999,17,14.2998,1,13.7533,999,17,0.439932,1,0.440068,999,17,0.427934,1,0.428409,999,17,1.01984,1,1.02107,999,17,0.661898,1,0.662904,999,17,2.24366,1,2.24453,999,17,1.84972,1,1.85097,999,17,2401,15897,2309,13794,0.039844088,0.15245759,0.16739162,0.31099636,0.880630551,0,1,2.537575223,0.003119684,0.382109759,0.000866176,0.005630143,2.026088437,0,0.080107293,0.090909091,0.003119684,1.194086156,7.25E-05,0.013121647,3.192014685,0.613868436,0.148349263,0,1,2.762131168,0.000201473,2.088419195,0,0.003117297,1.715795359,0.117804843,0.003391423,1.317055711,7.25E-05,0.018123822,-1,0,-1,0,-512,-1,0,-1,0,0,4.896153846,0.076556145,4,6,0.490626943,1690.933333,0.230598529,785,2197,2052,1169,1979,1376,1832,16.07196689,0.091327402,12.39606501,17.95536172,17.47308133,14.21372032,17.28789162,15.06242038,16.11500975,0.736575409,0.190361171,2.97E-06,1,0.853957365,0.644665123,0.824249786,0.666204959,0.74957111,0.44905538,0.323560009,0.085125549,0.999908234,0.49970093,0.167927269,0.499035474,0.472933607,0.49597022,36.7216,0.199028,121.122,0.0706143,121,110,132,0.648188,0.476599,0.888996,0.0292705,47.0583,0.134,121.845,0.0708395,122,111,132,0.0878357,0.522139,0.913328,0.0256407,0.247493445,0.571959067,0.08,0,0.02,60.01,2.02,1.99,0.7,2.17,2.62,2
18,3741.08,2,3741.08,999,18,5000.07,0,4949.35,999,18,1407.09,2,1407.08,999,18,2283.58,2,2283.55,999,18,5000.07,0,5000.02,999,18,5000.1,0,5000.03,999,18,1648.88,2,1648.83,999,18,5000.07,0,4999.91,999,18,5000.08,0,4997.02,999,18,5000.13,0,5000.23,999,18,2016.97,2,2016.91,999,18,5000.09,0,5000.03,999,18,5000.07,0,5000.02,999,18,5000.02,0,4999.91,999,18,5000.09,0,4999.91,999,18,2731,17983,2646,16118,0.032123961,0.115709145,0.164164288,0.307858073,0.884465254,0,1,2.576609055,0.002712516,0.386005824,0.000755858,0.004913076,2.124765504,0,0.079414319,0.09852339,0.002712516,1.284433608,6.20E-05,0.020846259,3.356362798,0.601110291,0.155653514,0,1,2.827464538,0.000207066,2.449900726,0,0.003846631,1.69367942,0.14002978,0.002955246,1.352517169,6.20E-05,0.021156471,-1,0,-1,0,-512,-1,0,-1,0,0,4.868333333,0.076673074,4,6,0.47769329,1686.142857,0.180089561,747,1903,1895,1318,1874,1615,1818,16.06781976,0.089286127,12.02945114,18.41474147,17.40263852,14.81562974,16.9760274,15.63073639,16.33870968,0.735026758,0.205175561,5.89E-06,1,0.854163164,0.606254221,0.826855327,0.666172306,0.776231334,0.441851879,0.345732076,3.52E-05,0.99990605,0.499702224,0.120023078,0.498985862,0.474167553,0.495783986,39.9948,0.199146,131.958,0.0744505,131.5,119,145,0.714143,0.415419,0.888299,0.0262937,51.2065,0.150233,129.994,0.0925195,131,118,143,0.0912131,2.05629,0.907882,0.0349953,0.236292644,0.50135418,0.09,0.01,0.02,60.01,2.01,2,0.92,2.15,2.57,2
19,3339.39,2,3339.32,999,19,5000.12,0,4946.14,999,19,1752.41,2,1752.38,999,19,1345.32,2,1345.31,999,19,5000.08,0,5000.02,999,19,5000.02,0,4999.92,999,19,1240.53,2,1240.51,999,19,3956.8,2,3956.7,999,19,5000.06,0,4997.44,999,19,5000.05,0,4999.92,999,19,1222.87,2,1222.83,999,19,5000,0,4999.93,999,19,5000.05,0,4999.92,999,19,5000.05,0,4999.91,999,19,5000.04,0,4999.92,999,19,2969,18718,2874,16697,0.033054976,0.121039708,0.172126729,0.305887047,0.884015049,0,1,2.604975659,0.002541241,0.37894494,0.000695894,0.004523312,2.140538099,0,0.071210397,0.088099659,0.002541241,1.264967214,5.99E-05,0.020123375,3.393257363,0.605825519,0.151107374,0,1,2.664638501,0.000198616,2.50019368,0,0.00359346,1.661908094,0.138228424,0.003064735,1.512307376,5.99E-05,0.02042283,-1,0,-1,0,-512,-1,0,-1,0,0,4.885972851,0.073273915,4,6,0.451782652,1956.333333,0.13076855,1337,2290,2171,1538,2156,1965,2037,18.01403988,0.114142138,13.26402393,20.86400404,20.31114327,15.90587045,20.13680332,17.17329406,18.68632568,0.737087186,0.205632595,5.62E-07,1,0.854596738,0.621209288,0.829289543,0.666762083,0.777775636,0.448027842,0.322643291,6.41E-05,0.999902254,0.499688778,0.148643607,0.49901537,0.477976119,0.495958749,42.9407,0.192672,131.722,0.0621289,131,121,142,0.623574,0.465845,0.882194,0.0276478,53.422,0.130296,133.372,0.0668262,133,122,144,0.0714876,0.530641,0.905628,0.0252834,0.238762736,0.537976733,0.1,0.01,0.03,60.01,2.01,2.01,0.98,2.16,2.55,2
20,1688.28,2,1688.21,999,20,5000.06,0,4955.85,999,20,527.13,2,527.114,999,20,767.362,2,767.357,999,20,5000.04,0,4999.92,999,20,2057.36,2,2057.34,999,20,452.04,2,452.027,999,20,1205.46,2,1205.43,999,20,5000.11,0,4997.13,999,20,5000.04,0,4999.93,999,20,524.777,2,524.769,999,20,5000.1,0,5000.03,999,20,5000.05,0,4999.92,999,20,5000.02,0,4999.91,999,20,5000.04,0,4999.92,999,20,2703,18312,2618,16566,0.032467532,0.105396595,0.158034529,0.312392172,0.878084677,0,1,2.572537611,0.002735015,0.388515568,0.000763942,0.004965623,2.139789251,0,0.080103827,0.101352167,0.002735015,1.2285563,6.04E-05,0.020282506,3.212823616,0.601863931,0.149929126,0,1,2.647087718,0.00022435,2.4976502,0,0.005795002,1.737351316,0.145840879,0.00323949,1.478924493,6.04E-05,0.020584329,-1,0,-1,0,-512,-1,0,-1,0,0,4.79379715,0.087785594,4,6,0.556417685,1922.230769,0.088869854,1605,2219,2094,1671,2061,1836,1920,18.8033825,0.110163284,15.8453125,22.70674334,21.38837209,16.40562834,20.64327202,17.15266037,18.26851852,0.735589304,0.203721247,1.37E-05,1,0.854282259,0.625134393,0.828585647,0.666421034,0.777651528,0.435929757,0.339905262,4.90E-05,0.999899324,0.499667697,0.104765154,0.498968001,0.473736197,0.495614749,40.2964,0.193425,131.186,0.0745375,131,118,145,0.702239,0.430831,0.889086,0.0261671,51.67,0.12834,131.433,0.0696846,131,119,142,0.0812007,0.439358,0.910745,0.0236202,0.236342795,0.528256778,0.09,0,0.03,60.01,2.01,1.99,0.94,2.16,2.52,2
21,5000.04,0,5000.03,999,21,5000.11,0,4951.21,999,21,3392.63,1,3392.72,999,21,5000.12,0,4999.95,999,21,5000.08,0,4999.97,999,21,5000.08,0,5000.33,999,21,5000.07,0,5000.03,999,21,3687.92,1,3687.78,999,21,5000.05,0,4974.03,999,21,5000.08,0,4999.95,999,21,5000.15,0,4999.97,999,21,5000.05,0,4999.93,999,21,5000.15,0,5000.07,999,21,5000.09,0,5000.01,999,21,5000.09,0,5000.02,999,21,58560,778800,17757,433992,2.297854367,0.794503124,0.040915501,0.487558746,0.962271135,0,1,1.091121965,0.000131685,0.580477058,0.000112632,0.002703159,0.659270186,0,0.798035448,0.900793102,0.000131685,0.938386588,2.07E-05,0.000465446,1.701179963,0.437359901,0.423158334,0,0.93877551,1.65172774,8.25E-05,1.028124948,2.30E-06,0.000336412,2.926772246,0.67578665,0.00012259,0.972903869,1.61E-05,0.000536876,-1,0,-1,0,-512,-1,0,-1,0,0,9.875,0.185606054,8,12,1.249343231,159.4166667,0.584513775,37,294,290,46,229,56,212,59.01100458,0.165745164,48.12264151,82.48648649,71.41071429,50.05240175,66.34782609,52.21764706,54.60465116,0.458983893,0.935571242,8.40E-08,0.979515685,0.966963336,0.013575056,0.966219795,0.047676328,0.344265033,0.026084823,1.097828553,0,0.179347731,0.035722587,0.004502106,0.035132946,0.00898138,0.026885984,1202.67,0.564162,5555.33,0.00254781,5563,5539,5563,9.02771,0.534831,0.986614,0.00747097,822,0.422822,5550.4,0.0110128,5576,5466,5596,2.33669,1.27346,0.981985,0.00326027,0.245195322,0.543452898,3.32,0.08,1.11,60.03,2.08,2.01,3.2,2.31,2.38,2.03
22,0.769882,2,0.769498,999,22,5000.06,0,4999.23,999,22,30.2684,2,30.2686,999,22,9.07862,2,9.0795,999,22,396.935,2,396.953,999,22,1.17382,2,1.17373,999,22,0.372942,2,0.373642,999,22,0.432933,2,0.433741,999,22,312.498,2,308.499,999,22,0.432933,2,0.433396,999,22,0.400938,2,0.40192,999,22,1.20182,2,1.20582,999,22,28.6386,2,28.6398,999,22,5000.04,0,4999.91,999,22,5000.08,0,4999.92,999,22,62750,124752,1144,2229,53.8513986,54.96769852,0.513234634,0.374996261,0.886577392,0,1,1.008331599,0.003495327,0.027522034,0.001748252,0.004370629,0.047156794,0,0.001794527,0.003140422,0.003495327,0.082537513,0.002243158,0.004486317,0.397583423,0.037509713,0.105177817,0,0.5,0.39780429,0.001085893,0.665096906,0,0.003589053,1.798214141,0.31090175,0.00549966,0.137523574,0.002243158,0.005832212,0.006955099,0.084035541,0.003589053,0.00807537,0.613812338,0.155311296,0.669143622,0.117647059,0.781818182,0.844439944,28.86176728,0.092690418,22,33,2.291112355,577.3804348,1.071489634,102,2507,1531,141,609,193,322,9.461574589,0.390732727,5.127272727,25.58949097,14.5433003,6.213740458,10.97150997,6.875776398,8.200956938,0.051912782,2.712886224,0,0.603940545,0.441350482,5.07E-07,0.001153608,1.75E-06,1.09E-05,0.460410475,0.010957249,0.383854685,0.468371332,0.462051379,0.458707943,0.460420272,0.460399465,0.460418319,7.81712,0.291593,71.5054,0.0877411,72,63,79,0.536381,0.399829,0.907026,0.0289695,7.92553,0.45566,71.3431,0.0884738,71,64,79,0.131272,0.672411,0.906321,0.037164,0.298887651,0.680581569,1.58,0,0,0.03,0.18,1.99,0.03,2.29,2.76,2
23,5000.04,0,4999.92,999,23,5000.16,0,4966.26,999,23,106.546,2,106.546,999,23,16.8434,2,16.8453,999,23,5000.04,0,4999.92,999,23,2096.99,2,2096.95,999,23,5000.05,0,4999.93,999,23,5000.03,0,4999.91,999,23,5000.06,0,4978.73,999,23,521.945,2,521.932,999,23,5000.04,0,5000.02,999,23,0.180971,2,0.183007,999,23,1.66575,2,1.66677,999,23,5000.03,0,4999.91,999,23,5000.08,0,4999.92,999,23,870,24824,870,24824,0,0,0.035046729,0.498636377,0.587731566,0,1,0.622134723,0.00346425,0.303059424,0.002298851,0.033333333,0.097542871,0,0.017523364,0.998791492,0.00346425,0.000681663,0.003424106,0.003464389,0.022993637,0.325581081,0.000651359,0.317647059,0.341176471,0.025188514,0.001742242,0.177398364,0.001127941,0.002457299,3.147559123,0.50962778,0.004551954,0.000423824,0.004511763,0.004552046,0.00458801,0.474298406,0.002296165,0.066588785,0.126474258,0.0437158,0.070333996,0.034749351,0.067755596,0.097542871,3,0,3,3,0,2670.4,0.200683094,1380,3411,3411,2452,3156,2527,2614,39.79441583,0.176752881,30.81273764,56.85217391,56.85217391,32.14394606,41.85028653,33.31936759,40.4414242,0.526760445,0.001473411,0.518618079,0.546540288,0.526770404,0.526746055,0.526761631,0.526748042,0.526753084,3.40E-08,0.014199405,3.30E-08,4.30E-08,3.40E-08,3.40E-08,3.40E-08,3.40E-08,3.40E-08,5.81346,21.1475,278.049,0.0556402,278,265,293,11.0015,0.0639672,0.998044,0.0391657,1.26104,0.563423,277.453,0.0398378,277,263,291,9.08697,0.265868,0.999684,0.000293102,0.708867499,0.914642345,0.03,0.01,0,14.36,1.05,2,0.17,2.07,2.14,2
